,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
600,33619,1623,1818,1674,1947,3940,11002,4828,2568,2410,3405,13211,3204,33.0,39.0,10.0
601,4897,229,261,239,229,548,1506,745,399,338,605,2087,502,31.0,43.0,10.0
602,14704,646,749,687,818,1555,4455,2056,1269,1180,1877,6382,1483,30.0,43.0,10.0
603,12880,725,759,750,818,1737,4789,1770,989,741,1077,4577,1031,37.0,36.0,8.0
604,207946,18347,34671,16685,13873,21961,105537,21692,11301,10161,12027,55181,10046,51.0,27.0,5.0
605,33562,1646,2082,1961,1988,4143,11820,4990,2419,2279,3227,12915,3012,35.0,38.0,9.0
606,15924,795,862,865,911,1848,5281,2416,1134,1056,1583,6189,1408,33.0,39.0,9.0
607,13393,658,843,679,758,1515,4453,1893,1001,1007,1319,5220,1194,33.0,39.0,9.0
608,37640,1806,2312,2513,2728,4820,14179,5686,2673,2226,3138,13723,2815,38.0,36.0,7.0
609,52540,4058,8189,3735,2991,5345,24318,6138,3387,2958,4066,16549,3730,46.0,31.0,7.0
610,5238541,269191,366854,434546,414629,712157,2197377,696721,332013,284230,363577,1676541,299306,42.0,32.0,6.0
611,19214,949,1181,1218,1202,2458,7008,2819,1380,1309,1859,7367,1683,36.0,38.0,9.0
612,10899,535,584,572,668,1282,3641,1553,848,747,1045,4193,872,33.0,38.0,8.0
613,104473,8195,15036,7878,6520,11708,49337,12418,5673,5005,6171,29267,5093,47.0,28.0,5.0
614,16176,760,850,834,1023,2020,5487,2470,1391,1006,1591,6458,1283,34.0,40.0,8.0
615,19830,961,1177,1194,1137,2422,6891,2626,1343,1264,1621,6854,1575,35.0,35.0,8.0
616,931826,52289,57033,58594,60192,122343,350451,142314,67257,56419,68863,334853,51500,38.0,36.0,6.0
617,17603,854,905,964,1056,2113,5892,2497,1365,1243,1903,7008,1650,33.0,40.0,9.0
618,6570,304,366,308,371,789,2138,929,494,473,680,2576,587,33.0,39.0,9.0
619,34164,1864,2112,2074,2148,3834,12032,4969,2477,2029,2963,12438,2646,35.0,36.0,8.0
620,21980,1045,1465,1466,1378,2768,8122,3173,1655,1149,1940,7917,1755,37.0,36.0,8.0
621,13470,702,688,676,778,1602,4446,1977,1124,823,1279,5203,1406,33.0,39.0,10.0
622,39302,2022,2244,2245,2215,4823,13549,5393,2944,2496,4246,15079,3325,34.0,38.0,8.0
623,35733,1570,2148,2226,2296,4688,12928,5021,2432,2646,3538,13637,3194,36.0,38.0,9.0
624,5226,188,323,260,289,645,1705,720,423,342,706,2191,508,33.0,42.0,10.0
625,13311,621,773,710,802,1629,4535,1967,1103,816,1320,5206,1143,34.0,39.0,9.0
626,50333,2599,2955,2863,3523,7133,19073,7290,3416,2561,3677,16944,2542,38.0,34.0,5.0
627,8259,376,459,415,492,944,2686,1127,555,638,873,3193,798,33.0,39.0,10.0
628,18264,832,936,896,990,1987,5641,2674,1484,1340,2167,7665,1932,31.0,42.0,11.0
629,4161,196,223,145,243,490,1297,634,299,397,502,1832,345,31.0,44.0,8.0
630,6927,349,343,304,350,693,2039,1085,597,561,907,3150,709,29.0,45.0,10.0
631,49649,2593,2706,2409,2945,5735,16388,7168,3794,3397,4949,19308,4086,33.0,39.0,8.0
632,28457,1431,1554,1419,1580,3195,9179,4173,2059,2080,3064,11376,2746,32.0,40.0,10.0
633,59115,5180,10034,5183,3607,6146,30150,6057,3380,3191,4108,16736,3384,51.0,28.0,6.0
634,9608,454,523,510,590,1082,3159,1477,721,688,881,3767,819,33.0,39.0,9.0
635,38358,1722,2517,2334,2334,4840,13747,5396,2615,2591,3630,14232,3033,36.0,37.0,8.0
636,22215,1289,1517,1166,1298,2680,7950,3450,1569,1515,2092,8626,1751,36.0,39.0,8.0
637,22046,1007,1060,1025,1045,2368,6505,3065,1681,2011,3001,9758,2226,30.0,44.0,10.0
638,12899,615,867,807,764,1693,4746,1911,966,815,1454,5146,936,37.0,40.0,7.0
639,529402,30927,32208,30901,34566,74432,203034,75771,31623,28179,34792,170365,24143,38.0,32.0,5.0
640,110801,6537,8415,6724,6865,13697,42238,15357,7735,6506,8872,38470,7317,38.0,35.0,7.0
641,122933,6797,6006,7318,10112,20301,50534,16016,6570,5098,6102,33786,3495,41.0,27.0,3.0
642,51374,2677,3823,2918,3085,5861,18364,6992,3921,3499,5311,19723,4764,36.0,38.0,9.0
643,704476,45378,46321,37758,40194,93121,262772,110093,48644,39711,47486,245934,34891,37.0,35.0,5.0
644,111151,5470,6898,6613,6872,13059,38912,16607,8514,7069,9953,42143,9359,35.0,38.0,8.0
645,16457,476,1083,1235,1494,2205,6493,2560,1189,870,1396,6015,1364,39.0,37.0,8.0
646,34670,1652,2119,2069,2161,4225,12226,5500,2712,2311,3172,13695,2795,35.0,40.0,8.0
647,36812,1787,2333,2329,2505,4525,13479,5712,2629,2554,3192,14087,3110,37.0,38.0,8.0
648,29488,1729,2283,2020,2090,3769,11891,4122,1993,1856,2549,10520,2447,40.0,36.0,8.0
649,31597,3547,5512,2066,1680,2835,15640,3286,1791,1939,2459,9475,2286,49.0,30.0,7.0
650,308043,18122,17840,15530,17795,42484,111771,52070,21965,17468,21959,113462,13691,36.0,37.0,4.0
651,173231,13130,22051,11425,11650,21166,79422,21663,10174,8737,10527,51101,8591,46.0,29.0,5.0
652,107587,5588,7338,6405,6450,12497,38278,14498,8061,7556,9969,40084,8972,36.0,37.0,8.0
653,45960,2409,2676,2568,2677,5506,15836,6715,3699,3076,4557,18047,4013,34.0,39.0,9.0
654,266153,13295,18379,18269,17018,32848,99809,38400,19663,15852,22197,96112,18719,38.0,36.0,7.0
655,38305,1746,2377,2166,2228,4456,12973,5366,2776,2617,3736,14495,3229,34.0,38.0,8.0
656,11925,570,696,550,618,1331,3765,1742,927,934,1367,4970,1244,32.0,42.0,10.0
657,13904,652,755,641,752,1638,4438,2099,1101,978,1497,5675,1341,32.0,41.0,10.0
658,14594,666,794,729,806,1889,4884,2145,1142,928,1552,5767,1407,33.0,40.0,10.0
659,12416,621,637,588,676,1506,4028,1933,975,947,1245,5100,947,32.0,41.0,8.0
660,15794,757,827,740,830,1878,5032,2378,1147,1202,1760,6487,1442,32.0,41.0,9.0
661,33739,1690,1662,1711,1951,4250,11264,5507,2738,2039,2689,12973,2479,33.0,38.0,7.0
662,29173,1597,1729,1559,2108,3614,10607,4162,2319,1768,2665,10914,2691,36.0,37.0,9.0
663,34442,2238,2501,2100,2090,4027,12956,4837,2550,2187,3379,12953,2918,38.0,38.0,8.0
664,14711,749,785,856,917,1678,4985,1989,1149,822,1389,5349,1386,34.0,36.0,9.0
665,51619,2688,3028,2609,2862,6620,17807,8025,3857,3128,4892,19902,3916,34.0,39.0,8.0
666,186145,9760,13245,13204,12693,22665,71567,24020,12953,11024,15017,63014,12460,38.0,34.0,7.0
667,21467,1067,1572,1480,1382,2890,8391,3058,1510,1342,2008,7918,1647,39.0,37.0,8.0
668,16433,893,809,802,923,1984,5411,2528,1319,1080,1607,6534,1324,33.0,40.0,8.0
669,15930,758,940,862,915,1872,5347,2171,1179,1080,1611,6041,1557,34.0,38.0,10.0
670,4360,255,313,210,178,420,1376,607,367,353,611,1938,402,32.0,44.0,9.0
671,5691,304,272,282,297,621,1776,798,527,383,631,2339,515,31.0,41.0,9.0
672,5771,276,295,310,299,592,1772,894,569,405,667,2535,464,31.0,44.0,8.0
673,32829,1404,1964,1926,2484,4333,12111,5122,2468,2073,2991,12654,2644,37.0,39.0,8.0
674,15953,673,951,869,906,1816,5215,2282,1059,1148,1539,6028,1624,33.0,38.0,10.0
675,146205,7279,9472,8982,9548,17239,52520,19522,10728,9630,13515,53395,11694,36.0,37.0,8.0
676,264433,14305,17803,17541,17344,33858,100851,38643,18575,15718,19435,92371,16481,38.0,35.0,6.0
677,24430,1172,1579,1466,1429,2703,8349,3444,1656,1833,2496,9429,2183,34.0,39.0,9.0
678,198134,9734,12409,12529,13018,24479,72169,28498,14085,13485,16436,72504,13425,36.0,37.0,7.0
679,7181,284,353,351,429,998,2415,1154,568,517,719,2958,673,34.0,41.0,9.0
680,5109,241,274,239,285,613,1652,814,388,336,495,2033,467,32.0,40.0,9.0
681,21906,1113,1170,1154,1199,2496,7132,3202,1548,1636,2385,8771,2050,33.0,40.0,9.0
682,5551,293,292,244,269,650,1748,797,418,432,707,2354,660,31.0,42.0,12.0
683,45839,2113,2730,2416,2246,5215,14720,6659,3306,3516,4768,18249,4648,32.0,40.0,10.0
684,134695,6446,7253,7979,9037,17565,48280,18845,9867,8358,11876,48946,10575,36.0,36.0,8.0
685,17267,747,1027,1055,938,2034,5801,2513,1288,1244,1915,6960,1493,34.0,40.0,9.0
686,79207,4210,4750,4680,4832,9320,27792,10840,5823,5043,7509,29215,6192,35.0,37.0,8.0
687,11568,531,751,630,670,1275,3857,1640,1041,684,1076,4441,1097,33.0,38.0,9.0
688,17429,1225,1330,888,948,1881,6272,2359,1353,1011,1702,6425,1461,36.0,37.0,8.0
689,14260,646,783,803,834,1766,4832,2170,1196,884,1352,5602,1261,34.0,39.0,9.0
690,16569,738,868,862,952,1903,5323,2253,1264,1035,1747,6299,1533,32.0,38.0,9.0
691,14186,546,740,819,835,1511,4451,2024,1177,833,1564,5598,1555,31.0,39.0,11.0
692,56823,2645,3280,3070,3029,6796,18820,8008,4228,3981,5665,21882,5008,33.0,39.0,9.0
693,687727,42126,41982,36929,42814,101612,265463,105694,42529,34483,43927,226633,29091,39.0,33.0,4.0
694,67477,2861,4174,4198,4265,8417,23915,9557,4574,4489,6544,25164,4997,35.0,37.0,7.0
695,287512,14888,18175,17729,17979,36183,104954,41351,19961,18188,24346,103846,19651,37.0,36.0,7.0
696,38942,2359,2361,1834,2223,4632,13409,5588,3116,2285,3186,14175,3004,34.0,36.0,8.0
697,35018,1847,2086,1897,2034,3890,11754,4148,2144,1849,2542,10683,2408,34.0,31.0,7.0
698,367747,19447,24728,24352,24032,46007,138566,48048,24328,20100,25862,118338,20493,38.0,32.0,6.0
699,81024,3832,4715,5480,5215,10624,29866,10744,5276,4549,6757,27326,4973,37.0,34.0,6.0
700,8685,423,463,475,511,1041,2913,1308,663,490,794,3255,610,34.0,37.0,7.0
701,12214,653,686,618,652,1460,4069,1753,979,851,1337,4920,1089,33.0,40.0,9.0
702,63013,3264,2862,3357,3441,8451,21375,9729,4314,3029,4293,21365,3299,34.0,34.0,5.0
703,15007,697,661,577,666,1657,4258,2268,1521,1308,1967,7064,1072,28.0,47.0,7.0
704,19994,1132,1039,972,1083,2501,6727,2860,1504,1359,1960,7683,1509,34.0,38.0,8.0
705,38248,2236,2342,2124,2248,4878,13828,5426,2682,2394,3245,13747,2841,36.0,36.0,7.0
706,114893,5478,6665,7714,8033,15451,43341,15887,7950,6978,9210,40025,6380,38.0,35.0,6.0
707,26375,1432,1522,1642,1555,3304,9455,3798,1596,2049,2352,9795,1939,36.0,37.0,7.0
708,32455,1567,2021,1874,1923,4010,11395,4435,2381,1858,2600,11274,2418,35.0,35.0,7.0
709,10598,520,578,537,573,1251,3459,1615,895,750,1084,4344,684,33.0,41.0,6.0
710,32777,1689,2119,2034,1865,3535,11242,4137,2044,1839,2560,10580,2078,34.0,32.0,6.0
711,49564,2492,2730,2578,2871,6343,17014,7781,4095,3070,4304,19250,2948,34.0,39.0,6.0
712,26480,1407,1469,1562,1554,3288,9280,3831,1788,1623,2111,9353,1877,35.0,35.0,7.0
713,42524,2321,2502,2436,2515,5262,15036,6224,3107,2517,3461,15309,2603,35.0,36.0,6.0
714,115938,10142,16460,6738,5905,12301,51546,14244,7267,6279,10097,37887,8268,44.0,33.0,7.0
715,42379,2340,2231,2107,2481,5135,14294,6467,2949,2759,3553,15728,3052,34.0,37.0,7.0
716,202924,11171,12703,12604,12953,25252,74683,26331,12200,11155,14093,63779,11983,37.0,31.0,6.0
717,23426,1092,1356,1209,1317,3012,7986,3255,1845,1642,2371,9113,1900,34.0,39.0,8.0
718,76481,3963,4837,4412,4882,9712,27806,11350,5540,4923,6154,27967,4482,36.0,37.0,6.0
719,16620,853,912,825,984,2064,5638,2427,1090,1141,1678,6336,1447,34.0,38.0,9.0
720,22835,1259,1203,1064,1268,2903,7697,3490,1807,1508,1989,8794,1532,34.0,39.0,7.0
721,20296,1057,1104,1110,1162,2510,6943,2795,1316,1556,2011,7678,1531,34.0,38.0,8.0
722,33596,1639,2024,1912,2031,4110,11716,4813,2629,2022,2892,12356,2469,35.0,37.0,7.0
723,67615,4751,6332,3466,3552,7627,25728,9200,4804,4531,6489,25024,5401,38.0,37.0,8.0
724,32431,1710,1773,1701,1852,3968,11004,4932,2311,2255,3257,12755,2498,34.0,39.0,8.0
725,309687,15880,13176,16312,20987,46862,113217,45049,17452,14662,17767,94930,11697,37.0,31.0,4.0
726,72776,4059,3754,3759,4102,9674,25348,11154,4833,4402,6129,26518,4065,35.0,36.0,6.0
727,39450,2076,2205,2164,2357,4907,13709,6098,2994,2559,3624,15275,2464,35.0,39.0,6.0
728,158170,8936,8204,8433,10889,22630,59092,22586,9984,8025,10759,51354,7547,37.0,32.0,5.0
729,48649,2497,2972,2754,2884,6324,17431,7421,3435,3273,4847,18976,3785,36.0,39.0,8.0
730,82457,4150,4841,4710,4807,9865,28373,11729,6007,5336,8010,31082,6566,34.0,38.0,8.0
731,36520,2133,2612,2173,2143,4437,13498,5362,2840,2137,3068,13407,2661,37.0,37.0,7.0
732,43779,2082,2519,2617,2842,5864,15924,6053,3019,2461,3632,15165,2883,36.0,35.0,7.0
733,33448,1788,2191,1708,2099,4093,11879,4657,2484,1912,2955,12008,2121,36.0,36.0,6.0
734,21107,1216,1299,1146,1226,2473,7360,2899,1325,1359,1981,7564,1511,35.0,36.0,7.0
735,32293,2037,2460,1751,1898,4110,12256,4684,2556,1890,2953,12083,2134,38.0,37.0,7.0
736,27840,1625,1750,1464,1576,3711,10126,4281,1884,1728,2519,10412,1528,36.0,37.0,5.0
737,149359,7361,8883,9074,9488,20393,55199,20347,8982,8305,11283,48917,8178,37.0,33.0,5.0
738,37763,2963,3133,2152,2193,4148,14589,5116,2658,2353,3345,13472,2917,39.0,36.0,8.0
739,78720,4313,5224,4847,4846,9214,28444,10802,5709,4546,6573,27630,4779,36.0,35.0,6.0
740,38720,2420,2438,2135,2248,4303,13544,4208,1858,2193,2837,11096,1880,35.0,29.0,5.0
741,488694,26752,31622,29297,31799,61575,181045,68364,34890,30110,38410,171774,31332,37.0,35.0,6.0
742,110839,5341,7052,7059,7369,14196,41017,15979,8232,7367,9721,41299,7226,37.0,37.0,7.0
743,45669,2218,2473,2496,2582,5714,15483,6664,3320,3192,4578,17754,3456,34.0,39.0,8.0
744,129641,6540,8382,7900,8290,16751,47863,18180,8831,8193,12028,47232,9499,37.0,36.0,7.0
745,939964,45709,69175,79409,72270,119692,386255,122500,59581,47211,57042,286334,45594,41.0,30.0,5.0
746,46752,2610,2772,2373,2618,5740,16113,6565,3155,3048,3952,16720,3432,34.0,36.0,7.0
747,10219,501,532,528,536,1239,3336,1576,900,649,984,4109,719,33.0,40.0,7.0
748,36035,1934,2402,2276,2153,4806,13571,5346,2776,2024,3234,13380,2300,38.0,37.0,6.0
749,144436,13941,28593,11565,9105,14462,77666,14401,7929,6334,8764,37428,6856,54.0,26.0,5.0
750,38288,2042,2715,2004,2081,4657,13499,5469,2736,2249,3412,13866,2857,35.0,36.0,7.0
751,69533,3837,4008,3631,4003,8795,24274,10956,5092,4598,6135,26781,3916,35.0,39.0,6.0
752,14056,711,777,801,806,1658,4753,2031,1174,950,1419,5574,1004,34.0,40.0,7.0
753,47421,2697,2900,2794,2792,6036,17219,6709,3187,3132,3856,16884,2760,36.0,36.0,6.0
754,5911,315,260,309,319,717,1920,986,558,369,691,2604,448,32.0,44.0,8.0
755,19623,1136,1085,1039,1074,2334,6668,2841,1826,947,1978,7592,1398,34.0,39.0,7.0
756,20957,1051,1126,1086,1041,2520,6824,3484,1535,1752,2206,8977,1308,33.0,43.0,6.0
757,17062,753,1025,1113,1034,2141,6066,2489,1275,1133,1721,6618,1160,36.0,39.0,7.0
758,19229,828,1310,1212,1317,2440,7107,2813,1348,1351,1712,7224,1464,37.0,38.0,8.0
759,12471,531,663,640,693,1529,4056,1898,1011,876,1302,5087,1028,33.0,41.0,8.0
760,167391,9163,11257,9840,10536,21812,62608,23765,12687,10562,13544,60558,9543,37.0,36.0,6.0
761,25599,1332,1530,1371,1336,3032,8601,3933,2126,1810,2258,10127,1767,34.0,40.0,7.0
762,12761,748,691,674,681,1576,4370,1908,953,913,1308,5082,1018,34.0,40.0,8.0
763,37543,2599,3695,2262,2216,4503,15275,5497,2611,2104,3053,13265,2459,41.0,35.0,7.0
764,25203,1340,1350,1323,1350,3144,8507,3673,1765,1689,2495,9622,2144,34.0,38.0,9.0
765,28372,1569,1631,1520,1648,3504,9872,4211,1899,1815,2622,10547,2102,35.0,37.0,7.0
766,16765,843,971,931,904,2026,5675,2524,1335,988,1608,6455,1354,34.0,39.0,8.0
767,268613,16377,20690,17561,16844,31908,103380,34883,17822,16312,19636,88653,17888,38.0,33.0,7.0
768,23722,1184,1448,1357,1364,3103,8456,3579,1788,1393,2240,9000,1430,36.0,38.0,6.0
769,44339,2257,2502,2620,2619,5468,15466,6965,3438,2607,3743,16753,2996,35.0,38.0,7.0
770,20610,1134,1035,1011,1149,2501,6830,3211,1570,1445,2101,8327,1483,33.0,40.0,7.0
771,22966,1255,1356,1206,1279,2756,7852,3334,1862,1584,2281,9061,1498,34.0,39.0,7.0
772,34459,2286,2474,1749,1712,4056,12277,4908,2562,2463,3419,13352,2272,36.0,39.0,7.0
773,20900,971,1368,1478,1432,2815,8064,3139,1573,1225,1943,7880,1419,39.0,38.0,7.0
774,10617,585,538,533,616,1297,3569,1606,644,715,1012,3977,632,34.0,37.0,6.0
775,186081,15211,32991,14101,11512,19389,93204,18757,8725,8708,10045,46235,8090,50.0,25.0,4.0
776,15290,821,828,745,788,1871,5053,2358,1137,1126,1676,6297,1280,33.0,41.0,8.0
777,7225,484,396,345,386,893,2504,1131,524,492,716,2863,476,35.0,40.0,7.0
778,181831,9315,14343,13289,12092,20787,69826,24326,12884,11248,14118,62576,12989,38.0,34.0,7.0
779,15644,788,876,777,853,2006,5300,2225,1159,1194,1636,6214,1247,34.0,40.0,8.0
780,107723,7291,11574,7037,6935,13024,45861,13711,7275,6047,8504,35537,6848,43.0,33.0,6.0
781,31848,2108,2151,1633,1675,3684,11251,4437,2452,1984,3140,12013,3056,35.0,38.0,10.0
782,8269,390,432,400,457,984,2663,1333,617,582,854,3386,706,32.0,41.0,9.0
783,61581,2937,2993,3155,3595,7970,20650,8991,4514,3866,5624,22995,3777,34.0,37.0,6.0
784,27807,1479,1562,1473,1571,3528,9613,4322,1944,1894,2475,10635,1701,35.0,38.0,6.0
785,66972,3909,4230,3826,3765,8194,23924,9550,4844,4289,6472,25155,5413,36.0,38.0,8.0
786,27832,1536,1559,1547,1573,3085,9300,4021,2068,1746,2534,10369,2172,33.0,37.0,8.0
787,24279,1179,1296,1203,1366,2877,7921,3323,1793,1827,2387,9330,2016,33.0,38.0,8.0
788,33481,1747,1855,1833,1880,4089,11404,4950,2735,2127,2934,12746,2270,34.0,38.0,7.0
789,7192,363,339,362,400,752,2216,1097,533,521,754,2905,918,31.0,40.0,13.0
790,3785,136,220,198,213,379,1146,596,326,239,431,1592,426,30.0,42.0,11.0
791,13940,631,686,646,772,1464,4199,1986,1095,1043,1550,5674,1372,30.0,41.0,10.0
792,12547,501,644,682,714,1338,3879,1706,972,918,1385,4981,1289,31.0,40.0,10.0
793,5711,320,257,257,268,566,1668,882,481,395,644,2402,758,29.0,42.0,13.0
794,25646,1326,1293,1135,1466,3104,8324,4105,1959,1476,2211,9751,2014,32.0,38.0,8.0
795,132960,8060,15762,8992,8347,14427,55588,15378,8634,8048,10008,42068,9203,42.0,32.0,7.0
796,26381,1552,1442,1519,1716,3054,9283,3726,1985,1885,2268,9864,2164,35.0,37.0,8.0
797,24741,1766,1969,1243,1369,2822,9169,3161,1487,1601,2305,8554,2123,37.0,35.0,9.0
798,21101,1019,1029,1167,1313,2416,6944,2914,1569,1153,1830,7466,1582,33.0,35.0,7.0
799,20369,1299,1616,1372,1099,2126,7512,2764,1300,1291,1353,6708,1641,37.0,33.0,8.0
800,14822,667,680,713,884,1638,4582,1978,1113,1049,1541,5681,1544,31.0,38.0,10.0
801,9814,445,560,503,532,1020,3060,1295,857,658,1020,3830,1215,31.0,39.0,12.0
802,20428,988,1039,1027,1183,2181,6418,2959,1585,1281,1718,7543,2171,31.0,37.0,11.0
803,13327,597,653,621,761,1456,4088,1902,945,1021,1425,5293,1471,31.0,40.0,11.0
804,18368,870,828,832,1098,2203,5831,2770,1395,1240,1682,7087,1617,32.0,39.0,9.0
805,43134,2191,2581,2328,2568,4697,14365,6263,3525,3159,4134,17081,4187,33.0,40.0,10.0
806,11577,475,642,564,594,1207,3482,1629,1002,862,1188,4681,1448,30.0,40.0,13.0
807,12140,623,630,520,646,1273,3692,1802,934,902,1200,4838,1137,30.0,40.0,9.0
808,9267,471,606,567,490,972,3106,1230,727,548,835,3340,803,34.0,36.0,9.0
809,16387,671,901,867,953,1886,5278,2249,1229,1197,1483,6158,1677,32.0,38.0,10.0
810,17711,860,880,813,860,1884,5297,2563,1438,1367,1840,7208,1795,30.0,41.0,10.0
811,47587,2430,2832,2674,2806,5378,16120,7080,3660,3127,4457,18324,4140,34.0,39.0,9.0
812,17131,1004,980,902,1003,1825,5714,2417,1208,929,1523,6077,1429,33.0,35.0,8.0
813,80864,3643,3156,5459,6305,11454,30017,9889,3791,3842,4637,22159,3477,37.0,27.0,4.0
814,8834,430,463,421,455,930,2699,1108,579,539,775,3001,741,31.0,34.0,8.0
815,8105,730,933,356,360,829,3208,940,480,571,746,2737,761,40.0,34.0,9.0
816,17326,1032,857,748,974,1914,5525,2734,1242,1261,1524,6761,1553,32.0,39.0,9.0
817,39876,1878,2120,2095,2559,4561,13213,5630,2927,2750,3909,15216,3533,33.0,38.0,9.0
818,17000,655,775,812,921,1806,4969,2256,1307,1541,2062,7166,1942,29.0,42.0,11.0
819,96571,5773,6734,6130,5890,10541,35068,13284,6585,6156,7701,33726,7427,36.0,35.0,8.0
820,9661,704,608,535,554,1054,3455,1223,787,635,899,3544,1003,36.0,37.0,10.0
821,20139,1242,1419,1069,1024,2030,6784,2835,1780,1152,2042,7809,2083,34.0,39.0,10.0
822,15904,820,841,743,818,1826,5048,2172,1296,956,1671,6095,1636,32.0,38.0,10.0
823,10326,500,523,573,577,1189,3362,1405,769,782,989,3945,1053,33.0,38.0,10.0
824,6985,331,339,298,350,774,2092,991,652,508,739,2890,747,30.0,41.0,11.0
825,9046,418,463,405,497,912,2695,1292,710,664,897,3563,1035,30.0,39.0,11.0
826,12354,614,577,581,722,1410,3904,1732,933,789,1195,4649,1215,32.0,38.0,10.0
827,10664,504,456,473,554,1164,3151,1571,790,840,1157,4358,1101,30.0,41.0,10.0
828,15201,765,716,719,947,1779,4926,2195,1097,1036,1397,5725,1547,32.0,38.0,10.0
829,10971,553,447,547,603,1200,3350,1612,892,800,1086,4390,1113,31.0,40.0,10.0
830,17239,1001,864,832,1076,1724,5497,2356,1364,1197,1726,6643,1965,32.0,39.0,11.0
831,14196,810,736,681,743,1667,4637,2204,1091,1018,1383,5696,1295,33.0,40.0,9.0
832,19865,998,1303,1178,1250,2319,7048,2835,1426,1293,1803,7357,1632,35.0,37.0,8.0
833,9321,452,446,503,576,943,2920,1304,729,523,884,3440,987,31.0,37.0,11.0
834,9586,444,475,548,554,972,2993,1323,810,560,890,3583,1096,31.0,37.0,11.0
835,6965,346,299,347,389,712,2093,938,635,454,688,2715,826,30.0,39.0,12.0
836,16231,908,767,770,970,1927,5342,2508,1215,1075,1369,6167,1534,33.0,38.0,9.0
837,19409,1116,960,930,1041,2111,6158,3007,1390,1450,2024,7871,1804,32.0,41.0,9.0
838,36789,1776,2038,1986,2294,4422,12516,5534,2558,2488,3376,13956,3110,34.0,38.0,8.0
839,17945,756,1641,1226,899,1875,6397,2000,1289,1879,1780,6948,1219,36.0,39.0,7.0
840,144425,10476,22046,12428,10657,16035,71642,14881,7693,6789,7574,36937,5642,50.0,26.0,4.0
841,20468,972,1034,1047,1274,2534,6861,3085,1473,1448,1910,7916,1803,34.0,39.0,9.0
842,10223,489,505,466,559,1098,3117,1505,822,675,987,3989,1076,30.0,39.0,11.0
843,15166,734,700,680,825,1433,4372,2162,1322,1025,1540,6049,1842,29.0,40.0,12.0
844,34785,1780,2060,2096,2004,3889,11829,5164,2791,2441,3604,14000,2871,34.0,40.0,8.0
845,220008,11510,15436,14077,15046,28040,84109,29533,13949,12561,16300,72343,13934,38.0,33.0,6.0
846,11238,660,575,530,650,1434,3849,1722,792,718,982,4214,839,34.0,37.0,7.0
847,8600,527,416,361,428,905,2637,1237,636,662,972,3507,904,31.0,41.0,11.0
848,11745,573,570,536,750,1375,3804,1449,801,729,893,3872,1078,32.0,33.0,9.0
849,15720,760,626,676,905,2115,5082,2327,1193,921,1318,5759,1125,32.0,37.0,7.0
850,22301,1205,1395,1315,1332,2568,7815,2967,1515,1496,1921,7899,1860,35.0,35.0,8.0
851,33127,2117,2360,1731,1978,3796,11982,4509,2077,2126,2812,11524,2570,36.0,35.0,8.0
852,40476,2071,2515,2464,2545,4430,14025,5355,2842,2689,3552,14438,3382,35.0,36.0,8.0
853,14933,892,663,663,811,1783,4812,2334,1225,1123,1329,6011,919,32.0,40.0,6.0
854,10663,584,544,475,527,1074,3204,1533,760,656,1022,3971,1284,30.0,37.0,12.0
855,8865,372,436,445,434,920,2607,1261,676,694,1026,3657,1176,29.0,41.0,13.0
856,7912,405,489,374,420,911,2599,1082,566,537,780,2965,717,33.0,37.0,9.0
857,10239,593,466,439,477,1222,3197,1463,889,731,1057,4140,1110,31.0,40.0,11.0
858,42923,2229,2597,2605,2633,5147,15211,5985,2698,2921,3406,15010,2969,35.0,35.0,7.0
859,13944,728,658,735,755,1508,4384,1908,1148,880,1222,5158,1667,31.0,37.0,12.0
860,6149,286,298,283,392,634,1893,932,500,391,578,2401,668,31.0,39.0,11.0
861,15393,791,828,784,951,1841,5195,2108,1135,1152,1530,5925,1608,34.0,38.0,10.0
862,9110,493,570,464,553,923,3003,1202,709,565,837,3313,1096,33.0,36.0,12.0
863,25027,1378,1118,1121,1481,2858,7956,3578,1840,1646,2147,9211,2212,32.0,37.0,9.0
864,6972,289,410,333,322,662,2016,1058,641,441,745,2885,849,29.0,41.0,12.0
865,467235,22689,29508,35566,35631,61436,184830,60891,27738,24163,29287,142079,22423,40.0,30.0,5.0
866,93287,4879,5985,5738,5828,10926,33356,13181,6803,5913,7626,33523,6537,36.0,36.0,7.0
867,18428,1396,1738,861,914,1853,6762,2424,1549,965,1792,6730,1766,37.0,37.0,10.0
868,4986,206,210,230,229,477,1352,639,339,373,575,1926,676,27.0,39.0,14.0
869,9936,541,422,451,502,980,2896,1415,864,703,969,3951,1287,29.0,40.0,13.0
870,171493,8691,10519,11593,11714,21430,63947,23337,11143,11145,13283,58908,10548,37.0,34.0,6.0
871,11772,622,532,500,530,1227,3411,1846,951,769,1190,4756,1468,29.0,40.0,12.0
