,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
872,34692,2433,3196,1935,2157,3628,13349,3923,2140,1757,2309,10129,2639,38.0,29.0,8.0
873,95888,9989,20965,6787,5339,8654,51734,8759,4495,4367,5013,22634,4685,54.0,24.0,5.0
874,17236,1023,805,857,903,1975,5563,2460,1241,1197,1612,6510,1720,32.0,38.0,10.0
875,6214,265,253,290,403,701,1912,822,480,397,625,2324,667,31.0,37.0,11.0
876,12497,729,736,633,747,1387,4232,1652,813,938,1189,4592,1144,34.0,37.0,9.0
877,7308,362,337,336,419,782,2236,1034,708,411,814,2967,706,31.0,41.0,10.0
878,35321,1830,2355,2205,2129,4271,12790,4622,2599,2362,3015,12598,2836,36.0,36.0,8.0
879,48630,2829,3017,2358,2793,6020,17017,6864,3244,2809,3798,16715,3030,35.0,34.0,6.0
880,22095,1130,1087,1112,1306,2454,7089,3123,1787,1245,1938,8093,2042,32.0,37.0,9.0
881,6405,327,317,312,327,591,1874,853,419,445,689,2406,752,29.0,38.0,12.0
882,36945,2369,2652,2338,2251,4042,13652,4986,2595,2606,3191,13378,3132,37.0,36.0,8.0
883,10545,575,615,521,544,1189,3444,1399,738,882,968,3987,1149,33.0,38.0,11.0
884,20575,1815,2022,924,1021,2102,7884,2921,1659,1255,1797,7632,1892,38.0,37.0,9.0
885,102397,6071,7319,6649,6746,12187,38972,13206,6368,6071,7460,33105,6412,38.0,32.0,6.0
886,7502,378,406,354,425,818,2381,1141,600,549,757,3047,714,32.0,41.0,10.0
887,12864,453,741,585,648,1413,3840,1772,1014,870,1212,4868,1496,30.0,38.0,12.0
888,12752,753,771,681,766,1454,4425,1681,989,795,1252,4717,1207,35.0,37.0,9.0
889,7840,391,331,350,509,874,2455,1023,527,462,840,2852,779,31.0,36.0,10.0
890,16466,1325,1649,902,830,1708,6414,2163,1121,836,1333,5453,1257,39.0,33.0,8.0
891,4905,192,233,279,294,414,1412,654,417,343,489,1903,472,29.0,39.0,10.0
892,27067,1561,1735,1557,1707,2837,9397,3606,1913,1835,2256,9610,2496,35.0,36.0,9.0
893,14757,860,1040,886,813,1470,5069,1755,1104,902,1357,5118,1282,34.0,35.0,9.0
894,9736,432,507,498,555,1012,3004,1328,782,679,979,3768,861,31.0,39.0,9.0
895,66260,3952,4007,3739,3900,8202,23800,9414,4748,3866,4728,22756,4190,36.0,34.0,6.0
896,2665,139,125,105,133,290,792,353,168,253,354,1128,274,30.0,42.0,10.0
897,3425,118,198,180,172,315,983,471,267,244,478,1460,421,29.0,43.0,12.0
898,20501,1069,1051,1105,1152,2557,6934,3028,1541,1335,2077,7981,1541,34.0,39.0,8.0
899,2677,138,129,92,132,267,758,316,264,158,325,1063,393,28.0,40.0,15.0
900,2089,91,101,118,110,221,641,253,235,96,220,804,239,31.0,38.0,11.0
901,8203,315,431,440,484,947,2617,1037,597,552,892,3078,905,32.0,38.0,11.0
902,9191,656,649,476,514,922,3217,1250,584,632,956,3422,1020,35.0,37.0,11.0
903,8328,439,390,391,496,983,2699,1225,679,562,910,3376,702,32.0,41.0,8.0
904,1741,84,97,74,73,229,557,216,130,171,286,803,214,32.0,46.0,12.0
905,35732,2261,2622,2166,2097,4052,13198,4549,2477,2065,3159,12250,2879,37.0,34.0,8.0
906,39099,2597,5425,2562,2391,4110,17085,4469,2443,1896,3018,11826,2708,44.0,30.0,7.0
907,2891,112,126,152,118,238,746,384,236,270,327,1217,470,26.0,42.0,16.0
908,19162,969,951,1105,1132,2249,6406,2742,1323,1296,1708,7069,1839,33.0,37.0,10.0
909,7790,697,544,427,450,820,2938,1009,487,610,706,2812,624,38.0,36.0,8.0
910,117806,9260,21416,9410,7961,12727,60774,11825,6168,5158,6493,29644,5007,52.0,25.0,4.0
911,2946,122,145,95,161,340,863,422,279,205,298,1204,300,29.0,41.0,10.0
912,2581,93,101,116,123,247,680,372,215,215,383,1185,345,26.0,46.0,13.0
913,28877,1792,4079,2151,1796,2776,12594,3399,1816,1577,1931,8723,2088,44.0,30.0,7.0
914,6331,240,472,457,392,664,2225,991,499,446,627,2563,607,35.0,40.0,10.0
915,37097,2398,2630,2634,2609,4341,14612,4765,2116,1659,1998,10538,1414,39.0,28.0,4.0
916,34658,2004,2658,2641,2420,4209,13932,4241,1701,1639,1940,9521,1595,40.0,27.0,5.0
917,25599,1469,1559,1426,1629,2863,8946,3740,2011,1383,2253,9387,1687,35.0,37.0,7.0
918,35796,2019,4691,4411,3247,4121,18489,2892,1115,1177,1575,6759,1169,52.0,19.0,3.0
919,2632,101,104,133,185,235,758,342,229,195,313,1079,346,29.0,41.0,13.0
920,2561,142,93,134,109,234,712,358,252,166,322,1098,342,28.0,43.0,13.0
921,7716,450,387,572,516,1231,3156,676,549,441,463,2129,307,41.0,28.0,4.0
922,6004,363,356,320,347,796,2182,767,371,332,474,1944,371,36.0,32.0,6.0
923,1210,30,55,55,71,97,308,216,72,110,109,507,164,25.0,42.0,14.0
924,6227,246,276,264,318,642,1746,881,480,531,766,2658,714,28.0,43.0,11.0
925,2621,147,105,159,211,213,835,426,151,179,178,934,193,32.0,36.0,7.0
926,5746,231,292,321,324,581,1749,704,477,431,615,2227,634,30.0,39.0,11.0
927,34683,2105,2050,2096,1962,3806,12019,4413,2495,2017,2822,11747,3346,35.0,34.0,10.0
928,4081,258,264,200,234,531,1487,508,275,235,314,1332,230,36.0,33.0,6.0
929,1875,78,77,116,89,170,530,282,139,142,225,788,228,28.0,42.0,12.0
930,13322,681,676,699,721,1566,4343,1900,853,985,1277,5015,992,33.0,38.0,7.0
931,18856,981,831,884,982,2162,5840,3088,1565,1252,1836,7741,1372,31.0,41.0,7.0
932,2963,94,144,148,117,253,756,387,242,300,397,1326,438,26.0,45.0,15.0
933,578797,28233,30463,38149,42182,79169,218196,80453,37715,31617,38929,188714,30193,38.0,33.0,5.0
934,3931,201,203,319,223,417,1363,556,228,219,300,1303,246,35.0,33.0,6.0
935,7576,364,362,374,390,797,2287,1151,669,473,788,3081,838,30.0,41.0,11.0
936,2524,162,209,136,127,247,881,314,183,201,210,908,272,35.0,36.0,11.0
937,20553,1066,1267,1176,1154,2358,7021,2970,1431,1453,2000,7854,1659,34.0,38.0,8.0
938,1702,101,104,69,36,230,540,226,140,102,147,615,209,32.0,36.0,12.0
939,79359,4157,4727,4640,5623,11648,30795,11146,5080,4609,5607,26442,3992,39.0,33.0,5.0
940,3121,186,78,148,172,315,899,423,264,274,301,1262,354,29.0,40.0,11.0
941,9602,536,459,416,476,1152,3039,1343,720,648,1130,3841,776,32.0,40.0,8.0
942,2790,130,146,164,151,275,866,365,184,233,232,1014,340,31.0,36.0,12.0
943,33302,2322,4610,2030,1930,3563,14455,3867,2038,1965,2320,10190,2108,43.0,31.0,6.0
944,28792,1646,1806,1533,1731,3147,9863,3951,2071,1976,2593,10591,2903,34.0,37.0,10.0
945,12087,730,764,538,579,1212,3823,1698,943,783,1332,4756,1383,32.0,39.0,11.0
946,9859,457,431,516,583,956,2943,1389,893,601,964,3847,1153,30.0,39.0,12.0
947,4295,257,231,207,249,489,1433,605,253,291,326,1475,445,33.0,34.0,10.0
948,32976,1861,1664,1431,1833,4047,10836,5231,2484,1952,2682,12349,2098,33.0,37.0,6.0
949,6230,377,402,282,340,587,1988,814,459,433,655,2361,753,32.0,38.0,12.0
950,33463,2027,2167,1966,2091,3604,11855,4441,2356,2196,3310,12303,2820,35.0,37.0,8.0
951,5605,307,215,315,299,518,1654,841,393,492,653,2379,675,30.0,42.0,12.0
952,2931,247,212,109,133,340,1041,501,243,149,252,1145,278,36.0,39.0,9.0
953,10095,598,508,474,552,1031,3163,1442,646,604,855,3547,1188,31.0,35.0,12.0
954,16209,989,953,945,858,1758,5503,2161,1268,952,1511,5892,1433,34.0,36.0,9.0
955,3001,130,89,224,162,213,818,428,246,241,315,1230,456,27.0,41.0,15.0
956,5527,154,395,379,316,712,1956,869,430,303,541,2143,547,35.0,39.0,10.0
957,15894,841,757,714,859,1843,5014,2386,1287,1092,1614,6379,1274,32.0,40.0,8.0
958,3684,149,192,192,179,339,1051,521,279,286,412,1498,535,29.0,41.0,15.0
959,5957,345,259,292,330,676,1902,909,561,309,569,2348,512,32.0,39.0,9.0
960,6776,370,483,380,453,768,2454,1055,633,442,630,2760,620,36.0,41.0,9.0
961,5446,255,283,241,286,549,1614,743,398,446,576,2163,573,30.0,40.0,11.0
962,23188,1264,1226,1274,1699,2720,8183,2890,1280,1408,1611,7189,1296,35.0,31.0,6.0
963,9670,574,750,573,615,949,3461,1144,692,676,798,3310,936,36.0,34.0,10.0
964,2520,129,99,117,153,199,697,326,249,189,318,1082,362,28.0,43.0,14.0
965,63360,3374,4115,3965,3913,7201,22568,8213,4894,3851,5617,22575,5687,36.0,36.0,9.0
966,4705,149,214,197,236,405,1201,666,454,343,563,2026,743,26.0,43.0,16.0
967,9868,647,880,506,578,918,3529,1309,642,681,867,3499,900,36.0,35.0,9.0
968,75696,7480,18330,8650,5505,6249,46214,5346,3261,2126,2990,13723,2749,61.0,18.0,4.0
969,5148,259,247,292,289,531,1618,717,455,325,486,1983,556,31.0,39.0,11.0
970,3119,148,144,138,164,299,893,444,318,223,318,1303,446,29.0,42.0,14.0
971,6987,387,332,349,364,686,2118,936,527,503,799,2765,825,30.0,40.0,12.0
972,55334,2941,3994,3438,3165,6678,20216,7596,4029,3102,4619,19346,3983,37.0,35.0,7.0
973,4981,182,247,271,246,707,1653,592,270,431,502,1795,421,33.0,36.0,8.0
974,510484,27147,35802,37234,35204,61170,196557,65569,32712,28415,34482,161178,28345,39.0,32.0,6.0
975,22948,1548,1857,1901,1571,2882,9759,2760,1082,1072,1030,5944,960,43.0,26.0,4.0
976,178392,9000,11100,11564,11561,20672,63897,23770,12816,11491,15005,63082,12790,36.0,35.0,7.0
977,2497,62,109,127,106,286,690,328,194,187,256,965,320,28.0,39.0,13.0
978,5999,279,264,328,455,734,2060,689,466,321,545,2021,575,34.0,34.0,10.0
979,3693,188,160,126,162,324,960,529,318,287,429,1563,570,26.0,42.0,15.0
980,4251,213,174,220,257,406,1270,629,354,263,401,1647,475,30.0,39.0,11.0
981,2107,144,95,125,114,306,784,230,141,83,164,618,169,37.0,29.0,8.0
982,5741,389,180,389,353,685,1996,807,366,293,362,1828,361,35.0,32.0,6.0
983,23336,1418,1310,1292,1281,2567,7868,3292,2099,1299,2033,8723,1906,34.0,37.0,8.0
984,7847,567,786,572,449,791,3165,986,481,522,583,2572,617,40.0,33.0,8.0
985,2899,112,187,60,137,330,826,432,270,218,323,1243,352,28.0,43.0,12.0
986,6918,303,314,339,371,803,2130,1027,554,505,662,2748,534,31.0,40.0,8.0
987,1591,91,63,93,102,152,501,195,146,73,139,553,175,31.0,35.0,11.0
988,5572,292,251,251,310,574,1678,773,461,325,621,2180,717,30.0,39.0,13.0
989,2157,112,88,115,167,192,674,247,177,120,147,691,232,31.0,32.0,11.0
990,8858,498,442,417,513,957,2827,1198,736,640,994,3568,816,32.0,40.0,9.0
991,3178,130,132,162,203,292,919,445,252,273,350,1320,370,29.0,42.0,12.0
992,163227,8564,10996,12053,12203,20201,64017,20300,9720,8344,10032,48396,7753,39.0,30.0,5.0
993,19304,1316,1513,1047,1013,2179,7068,2743,1279,1245,1811,7078,1317,37.0,37.0,7.0
994,20628,1128,1252,1207,1144,2570,7301,3038,1346,1260,1924,7568,1235,35.0,37.0,6.0
995,22017,1193,1137,1169,1342,3085,7926,3377,1458,1345,1765,7945,1184,36.0,36.0,5.0
996,8152,382,428,408,445,1057,2720,1145,592,594,905,3236,658,33.0,40.0,8.0
997,43418,2175,2586,2477,2472,5414,15124,6267,2883,2671,3891,15712,3208,35.0,36.0,7.0
998,12189,466,729,579,708,1562,4044,1690,805,823,1094,4412,776,33.0,36.0,6.0
999,27469,1306,1822,1716,1662,3526,10032,4027,1802,2055,2848,10732,1856,37.0,39.0,7.0
1000,127682,5995,6827,7583,8675,18549,47629,18141,7434,7147,8297,41019,4939,37.0,32.0,4.0
1001,20017,1031,1105,1125,1129,2458,6848,3092,1350,1350,1945,7737,1403,34.0,39.0,7.0
1002,48486,2151,2679,2750,3186,6365,17131,7060,3385,3538,4739,18722,3809,35.0,39.0,8.0
1003,29773,1855,2451,1501,1552,3565,10924,4084,1903,1981,2784,10752,2343,37.0,36.0,8.0
1004,8330,428,482,470,464,1058,2902,1280,537,605,740,3162,520,35.0,38.0,6.0
1005,13276,795,880,748,827,1816,5066,2066,1044,937,1249,5296,765,38.0,40.0,6.0
1006,19991,1010,1088,995,1093,2299,6485,3055,1592,1411,2100,8158,1287,32.0,41.0,6.0
1007,78622,4059,4643,4529,4941,10737,28909,11981,5501,4613,6487,28582,3547,37.0,36.0,5.0
1008,12735,561,718,784,833,1572,4468,1845,1036,702,1286,4869,894,35.0,38.0,7.0
1009,12747,625,673,638,759,1557,4252,1779,1131,778,1343,5031,1018,33.0,39.0,8.0
1010,38616,3102,5926,2344,2116,3861,17349,4389,2418,1935,3502,12244,2454,45.0,32.0,6.0
1011,91804,5245,6926,6625,6283,11073,36152,13136,6469,5401,6892,31898,5473,39.0,35.0,6.0
1012,4890,273,240,255,311,631,1710,697,300,376,503,1876,462,35.0,38.0,9.0
1013,10695,558,715,740,683,1256,3952,1512,579,738,906,3735,673,37.0,35.0,6.0
1014,27385,1708,1944,1575,1565,3444,10236,3812,1994,1693,2565,10064,1745,37.0,37.0,6.0
1015,15805,741,933,870,899,1977,5420,2165,1208,997,1751,6121,1183,34.0,39.0,7.0
1016,72438,3904,8827,7047,5514,7880,33172,7198,3551,2989,4405,18143,3574,46.0,25.0,5.0
1017,35757,1788,1938,2189,2010,4780,12705,5351,2519,2334,3330,13534,2322,36.0,38.0,6.0
1018,20866,954,1423,1464,1665,3184,8690,3143,1468,1193,1696,7500,1106,42.0,36.0,5.0
1019,10208,697,456,540,562,1205,3460,1473,614,790,1061,3938,722,34.0,39.0,7.0
1020,9154,387,465,462,544,1089,2947,1290,721,609,1052,3672,709,32.0,40.0,8.0
1021,6744,391,361,331,323,752,2158,1007,679,339,769,2794,582,32.0,41.0,9.0
1022,99258,4745,5894,6250,6242,11746,34877,13817,7195,5555,8363,34930,7013,35.0,35.0,7.0
1023,12063,668,802,686,691,1485,4332,1676,1043,703,1369,4791,873,36.0,40.0,7.0
1024,7533,354,438,518,518,1115,2943,1071,553,507,827,2958,546,39.0,39.0,7.0
1025,14382,578,778,775,865,1838,4834,2275,979,1033,1538,5825,907,34.0,41.0,6.0
1026,315109,17220,33282,25094,23990,40922,140508,39207,18402,16548,20002,94159,14877,45.0,30.0,5.0
1027,14515,685,848,808,813,1876,5030,2069,974,980,1398,5421,900,35.0,37.0,6.0
1028,37447,1944,2443,2317,2449,5016,14169,5532,2851,2881,3561,14825,2303,38.0,40.0,6.0
1029,49969,2770,3291,2950,3097,6613,18721,6967,3619,3611,4487,18684,3166,37.0,37.0,6.0
1030,6259,301,416,363,395,690,2165,891,478,494,650,2513,537,35.0,40.0,9.0
1031,8652,440,535,528,478,1098,3079,1354,548,597,680,3179,330,36.0,37.0,4.0
1032,17226,781,859,812,1054,2267,5773,2670,1300,1124,1611,6705,1112,34.0,39.0,6.0
1033,24800,1256,1491,1391,1556,3323,9017,3570,1521,1330,1932,8353,1091,36.0,34.0,4.0
1034,37259,1931,2113,2196,2226,4512,12978,5135,2757,2246,3610,13748,2702,35.0,37.0,7.0
1035,26129,1260,1641,1442,1598,3187,9128,3593,1887,1735,2425,9640,1673,35.0,37.0,6.0
1036,11044,591,576,515,630,1337,3649,1652,702,865,1249,4468,965,33.0,40.0,9.0
1037,36012,1563,1946,1733,2138,4700,12080,5162,2683,2629,3873,14347,2861,34.0,40.0,8.0
1038,8700,374,545,401,472,1123,2915,1279,647,493,883,3302,497,34.0,38.0,6.0
1039,107699,5617,8113,7493,7094,14009,42326,15429,7027,5700,7433,35589,5266,39.0,33.0,5.0
1040,27548,1333,1847,1772,1619,3438,10009,3967,2141,2089,2690,10887,1807,36.0,40.0,7.0
1041,18630,1000,1057,949,991,2405,6402,2795,1478,1142,1796,7211,1254,34.0,39.0,7.0
1042,18531,923,1112,1049,1009,2151,6244,2822,1454,1045,1769,7090,1145,34.0,38.0,6.0
1043,46252,2077,2630,2981,3004,5702,16394,6644,3301,3246,4176,17367,2970,35.0,38.0,6.0
1044,15677,821,819,785,858,1903,5186,2390,1081,1135,1470,6076,927,33.0,39.0,6.0
1045,4625,176,276,171,266,442,1331,767,389,295,555,2006,514,29.0,43.0,11.0
1046,45985,2141,2636,2707,2929,5728,16141,6559,3207,3428,4418,17612,3303,35.0,38.0,7.0
1047,13369,697,767,737,844,1834,4879,1941,1004,875,1250,5070,756,36.0,38.0,6.0
1048,764378,35818,50319,55205,53140,96212,290694,105056,53602,45872,58500,263030,48347,38.0,34.0,6.0
1049,51667,2965,3740,3161,3065,6558,19489,7013,3475,2696,3767,16951,2749,38.0,33.0,5.0
1050,23064,1030,1365,1338,1389,3071,8193,3379,1794,1562,2264,8999,1392,36.0,39.0,6.0
1051,163987,7905,10119,12020,12130,21331,63505,23280,11051,9278,11569,55178,8419,39.0,34.0,5.0
1052,15690,928,1148,804,885,2067,5832,2440,1310,1043,1474,6267,911,37.0,40.0,6.0
1053,31424,1615,2155,1838,1864,4011,11483,4369,2142,1876,3129,11516,2066,37.0,37.0,7.0
1054,14102,733,814,800,892,1654,4893,2072,1233,809,1287,5401,1069,35.0,38.0,8.0
1055,59901,2704,3650,3645,4034,8167,22200,8466,3959,3865,5196,21486,3320,37.0,36.0,6.0
1056,15844,674,1021,910,970,2038,5613,2298,1447,825,1497,6067,912,35.0,38.0,6.0
1057,6717,377,329,454,448,907,2515,1206,416,610,659,2891,436,37.0,43.0,6.0
1058,10648,458,707,668,652,1399,3884,1715,883,686,1019,4303,702,36.0,40.0,7.0
1059,23011,1095,1310,1348,1488,3061,8302,3465,2008,1565,2367,9405,1442,36.0,41.0,6.0
1060,13565,682,821,733,789,1761,4786,2071,989,931,1354,5345,877,35.0,39.0,6.0
1061,24413,1261,1364,1382,1389,3179,8575,3650,1517,1657,2393,9217,1623,35.0,38.0,7.0
1062,9288,455,442,446,487,1099,2929,1462,804,680,1147,4093,688,32.0,44.0,7.0
1063,26847,1426,1520,1502,1611,3221,9280,3839,1917,1683,2620,10059,1857,35.0,37.0,7.0
1064,8268,331,409,472,499,1027,2738,1292,619,836,1147,3894,737,33.0,47.0,9.0
1065,65285,2876,3719,3723,3993,8108,22419,9143,5314,4169,6371,24997,5217,34.0,38.0,8.0
1066,17748,953,1166,1038,1277,2639,7073,2677,1246,1013,1523,6459,862,40.0,36.0,5.0
1067,9361,425,517,460,548,1150,3100,1388,666,623,1037,3714,703,33.0,40.0,8.0
1068,88376,6522,10430,5230,5485,10669,38336,10939,5021,4625,6328,26913,4338,43.0,30.0,5.0
1069,12783,672,792,723,761,1764,4712,2009,1169,623,1153,4954,710,37.0,39.0,6.0
1070,19335,834,1171,1235,1305,2569,7114,2869,1242,1262,1644,7017,1280,37.0,36.0,7.0
1071,31177,1465,1607,1518,1775,3778,10143,4442,2321,2347,3752,12862,2684,33.0,41.0,9.0
1072,12175,485,996,821,1066,1875,5243,1793,787,796,959,4335,668,43.0,36.0,5.0
1073,17167,914,1002,927,926,2087,5856,2514,1314,1184,1566,6578,1170,34.0,38.0,7.0
1074,28452,1396,1825,2011,2064,3910,11206,4292,2051,1470,2108,9921,1300,39.0,35.0,5.0
1075,6381,376,305,474,396,740,2291,1043,442,309,721,2515,379,36.0,39.0,6.0
1076,21378,1100,1104,1040,1316,2517,7077,3247,1595,1554,2161,8557,1524,33.0,40.0,7.0
1077,9990,451,569,518,570,1170,3278,1469,782,643,996,3890,806,33.0,39.0,8.0
1078,10645,400,642,560,605,1260,3467,1589,856,683,1123,4251,811,33.0,40.0,8.0
1079,27550,1305,1696,1689,1705,3818,10213,3954,1794,1586,2317,9651,1573,37.0,35.0,6.0
1080,13281,553,769,952,1018,1919,5211,1911,889,1165,1128,5093,828,39.0,38.0,6.0
1081,31153,1722,1981,1707,1980,4018,11408,4394,1993,2218,3195,11800,2272,37.0,38.0,7.0
1082,45131,2384,2786,2669,2955,5619,16413,6685,3286,2571,3464,16006,2253,36.0,35.0,5.0
1083,7061,441,318,345,401,887,2392,1080,447,521,690,2738,515,34.0,39.0,7.0
1084,24062,1123,1372,1441,1456,2863,8255,3313,1613,1632,2313,8871,1639,34.0,37.0,7.0
1085,64633,3470,3062,2739,3628,9696,22595,10950,4141,3765,4683,23539,2285,35.0,36.0,4.0
1086,10686,562,534,554,595,1317,3562,1526,875,721,1056,4178,694,33.0,39.0,6.0
1087,4497,243,292,202,306,574,1617,548,534,354,421,1857,329,36.0,41.0,7.0
1088,14530,763,944,786,815,1819,5127,2338,1196,878,1251,5663,789,35.0,39.0,5.0
1089,27329,1378,1752,1762,1726,3787,10405,4211,1964,2040,2453,10668,1594,38.0,39.0,6.0
1090,61586,2904,4039,3533,3905,8488,22869,9399,4679,4591,5900,24569,3888,37.0,40.0,6.0
1091,12349,620,783,724,772,1681,4580,1793,967,716,1088,4564,649,37.0,37.0,5.0
1092,63974,2905,3630,3550,3682,8022,21789,9289,4761,4038,6489,24577,4522,34.0,38.0,7.0
1093,2161,106,148,64,93,270,681,307,181,134,288,910,235,32.0,42.0,11.0
1094,16815,778,972,957,926,2243,5876,2634,1139,1179,1663,6615,1079,35.0,39.0,6.0
1095,24392,2228,3629,1441,1229,2540,11067,2747,1445,1114,1815,7121,1286,45.0,29.0,5.0
1096,17731,749,964,951,979,2123,5766,2601,1201,1274,1853,6929,1392,33.0,39.0,8.0
1097,52322,2836,3320,2948,3537,7679,20320,7089,3114,2747,3231,16181,1931,39.0,31.0,4.0
1098,45831,2202,2572,2703,2652,6547,16676,6366,2666,3049,3743,15824,2180,36.0,35.0,5.0
1099,17881,648,1134,1175,1003,2373,6333,2493,1181,1154,1539,6367,1101,35.0,36.0,6.0
1100,18012,961,892,901,1046,2581,6381,3044,1609,723,1425,6801,692,35.0,38.0,4.0
1101,25406,1749,1928,1500,1355,2765,9297,3274,1685,1527,2420,8906,1852,37.0,35.0,7.0
1102,12377,597,782,745,770,1445,4339,1693,971,540,1148,4352,808,35.0,35.0,7.0
1103,14286,628,611,601,629,1822,4291,2079,993,1124,1909,6105,1048,30.0,43.0,7.0
1104,8697,491,479,443,497,1164,3074,1319,587,659,853,3418,499,35.0,39.0,6.0
1105,14915,1085,1578,773,929,1683,6048,1988,1005,1006,1276,5275,921,41.0,35.0,6.0
1106,123824,9302,13273,8200,7890,14418,53083,14681,7302,5799,8216,35998,5685,43.0,29.0,5.0
1107,11999,745,820,569,580,1518,4232,1759,649,893,1062,4363,941,35.0,36.0,8.0
1108,20692,927,1276,1139,1202,2574,7118,2913,1585,1430,2265,8193,1431,34.0,40.0,7.0
1109,13180,602,854,790,790,1649,4685,1872,1091,869,1186,5018,903,36.0,38.0,7.0
1110,36027,2196,2902,2059,2030,4320,13507,4841,2241,2260,3137,12479,2066,37.0,35.0,6.0
1111,7251,304,381,367,353,945,2350,1093,582,444,766,2885,482,32.0,40.0,7.0
1112,25817,1315,1391,1092,1484,3217,8499,4001,2151,1660,2382,10194,1444,33.0,39.0,6.0
1113,62607,3283,4301,4126,3958,7244,22912,8540,4284,3367,4669,20860,3593,37.0,33.0,6.0
1114,25667,1179,1509,1690,1945,3885,10208,3838,1610,1384,2076,8908,1339,40.0,35.0,5.0
1115,119129,6295,6669,7680,8413,16933,45990,16277,6972,5539,7297,36085,4129,39.0,30.0,3.0
1116,22881,1229,1655,1227,1352,2916,8379,3353,1523,1635,2030,8541,1414,37.0,37.0,6.0
1117,41095,1885,2733,2727,2782,5019,15146,5857,2816,2470,3567,14710,2694,37.0,36.0,7.0
1118,36598,2123,2273,2297,2327,4912,13932,4819,2309,2214,2998,12340,2021,38.0,34.0,6.0
1119,13806,725,827,827,733,1472,4584,2016,939,977,1404,5336,1230,33.0,39.0,9.0
1120,125698,6098,9126,9729,9235,16119,50307,15718,7570,6482,8674,38444,6668,40.0,31.0,5.0
1121,251069,13045,17851,18482,17262,30189,96829,32572,17967,15037,20125,85701,16529,39.0,34.0,7.0
1122,198753,10497,14528,14028,13155,23297,75505,26155,13052,11752,15008,65967,11191,38.0,33.0,6.0
1123,10000,562,592,607,655,1186,3602,1368,791,593,921,3673,675,36.0,37.0,7.0
1124,6806,425,371,318,287,752,2153,1147,579,422,646,2794,376,32.0,41.0,6.0
1125,10044,522,705,696,758,1134,3815,1381,626,800,916,3723,660,38.0,37.0,7.0
1126,16296,917,1103,1052,1044,2013,6129,2616,1282,919,1550,6367,1318,38.0,39.0,8.0
1127,20211,748,1531,1372,1299,2454,7404,2657,1468,1282,1755,7162,1361,37.0,35.0,7.0
1128,27164,1356,1689,1590,1628,3126,9389,3904,1885,1825,2483,10097,1708,35.0,37.0,6.0
1129,446167,27482,49130,34735,32008,51337,194692,53681,28772,23667,30841,136961,22456,44.0,31.0,5.0
1130,7318,348,584,670,702,848,3152,916,534,336,459,2245,493,43.0,31.0,7.0
1131,19553,982,1247,1286,1290,2440,7245,3053,1570,1525,1915,8063,1136,37.0,41.0,6.0
1132,33750,1869,2365,2213,2155,3939,12541,4591,2023,1957,2773,11344,1991,37.0,34.0,6.0
1133,20388,840,1406,1360,1197,2161,6964,2713,1413,1266,1879,7271,1563,34.0,36.0,8.0
1134,22305,971,1394,1670,1829,3363,9227,3177,1460,1142,1863,7642,1110,41.0,34.0,5.0
1135,73346,4275,5052,4880,4832,8554,27593,10397,4882,4153,5596,25028,4138,38.0,34.0,6.0
1136,33122,1597,2431,2491,2408,4267,13194,4942,2187,2109,2612,11850,1829,40.0,36.0,6.0
1137,15952,775,924,1119,931,2013,5762,2176,1053,1034,1622,5885,1238,36.0,37.0,8.0
1138,437038,20180,28285,32746,30908,53953,166072,61351,31212,27675,36239,156477,27728,38.0,36.0,6.0
1139,31405,1689,1835,1859,2081,3569,11033,4447,2068,1899,2590,11004,2148,35.0,35.0,7.0
1140,238230,12476,19324,20226,17682,29339,99047,30604,15333,11880,14465,72282,10932,42.0,30.0,5.0
1141,98112,4967,7031,7015,6726,11694,37433,14411,6480,5269,7502,33662,5537,38.0,34.0,6.0
1142,14930,599,1001,1007,1017,2076,5700,1884,944,896,1310,5034,1028,38.0,34.0,7.0
1143,47536,4359,8753,3321,2763,4271,23467,4790,2233,2430,3090,12543,2560,49.0,26.0,5.0
1144,137096,6974,8257,9284,10029,19032,53576,18160,8288,7091,9471,43010,5447,39.0,31.0,4.0
1145,11616,649,817,1038,936,1401,4841,1527,691,750,849,3817,642,42.0,33.0,6.0
1146,26290,1299,1713,1678,1627,3048,9365,3522,2098,1634,2398,9652,2043,36.0,37.0,8.0
