,Actual Uemployment rate,Predicted Unemployement Rate
2619,3.1,4.9
2620,3.8,2.7
2621,6.7,4.8
2622,4.4,4.7
2623,6.4,6.6
2624,7.2,6.3
2625,1.2,1.7
2626,9.5,5.9
2627,5.3,6.0
2628,6.9,3.1
2629,6.2,6.8
2630,8.1,9.3
2631,8.1,7.3
2632,7.4,5.5
2633,3.0,4.5
2634,5.9,6.1
2635,4.5,6.7
2636,6.7,5.4
2637,5.7,7.3
2638,6.5,9.0
2639,5.2,4.9
2640,6.9,3.5
2641,3.6,5.2
2642,4.7,4.6
2643,10.3,9.0
2644,5.1,4.5
2645,6.5,7.5
2646,17.0,12.7
2647,5.3,6.5
2648,4.9,5.7
2649,4.2,4.3
2650,4.1,5.0
2651,6.5,7.0
2652,4.4,3.5
2653,0.0,2.9
2654,1.6,2.1
2655,6.0,6.2
2656,6.4,6.9
2657,6.0,2.6
2658,8.1,8.7
2659,9.7,9.3
2660,5.1,5.3
2661,5.6,6.4
2662,3.6,5.5
2663,7.4,6.6
2664,5.4,5.6
2665,2.9,3.5
2666,4.5,5.1
2667,7.1,6.2
2668,7.8,9.0
2669,10.3,7.0
2670,5.2,3.8
2671,3.8,4.7
2672,8.3,4.8
2673,0.0,10.0
2674,4.8,5.6
2675,8.1,8.3
2676,3.2,4.3
2677,5.1,5.8
2678,26.3,9.1
2679,3.1,5.3
2680,10.7,7.4
2681,1.9,2.6
2682,2.8,5.4
2683,6.4,6.0
2684,12.9,10.6
2685,5.3,5.7
2686,5.1,6.1
2687,3.5,3.0
2688,5.5,7.5
2689,2.9,3.4
2690,6.4,4.1
2691,6.6,5.5
2692,4.9,5.0
2693,4.1,3.8
2694,9.9,9.1
2695,8.1,7.1
2696,8.6,7.7
2697,9.4,8.5
2698,11.6,9.5
2699,7.1,5.9
2700,5.9,5.8
2701,7.6,4.5
2702,3.8,5.5
2703,6.0,6.5
2704,7.9,6.8
2705,3.8,5.3
2706,5.5,4.8
2707,2.8,3.5
2708,3.7,4.1
2709,8.5,8.4
2710,4.2,5.4
2711,9.8,8.3
2712,5.7,6.5
2713,3.7,3.3
2714,3.9,3.1
2715,6.1,9.0
2716,9.0,6.3
2717,8.0,5.3
2718,7.9,5.8
2719,2.4,1.0
2720,7.7,7.2
2721,4.9,4.4
2722,3.2,3.7
2723,5.7,4.7
2724,7.1,9.4
2725,13.4,12.3
2726,6.5,10.1
2727,4.9,4.8
2728,3.2,4.7
2729,6.3,3.6
2730,4.6,3.3
2731,7.0,4.2
2732,7.4,7.1
2733,1.5,3.4
2734,6.5,6.1
2735,2.8,3.6
2736,15.0,11.9
2737,4.7,4.4
2738,2.6,1.7
2739,2.4,5.1
2740,5.9,3.0
2741,5.9,6.1
2742,5.4,5.9
2743,4.4,5.2
2744,6.8,4.2
2745,9.4,5.2
2746,5.2,3.1
2747,6.1,6.3
2748,3.8,4.1
2749,4.5,5.0
2750,10.2,8.2
2751,9.5,9.0
2752,8.3,6.4
2753,1.1,4.2
2754,5.9,6.7
2755,6.6,7.8
2756,5.9,5.5
2757,5.1,5.5
2758,3.4,5.6
2759,7.8,7.5
2760,6.1,3.7
2761,6.2,4.5
2762,5.7,7.2
2763,5.3,5.9
2764,5.6,4.2
2765,4.8,5.5
2766,5.8,6.1
2767,14.5,10.6
2768,4.8,4.5
2769,6.0,5.0
2770,4.1,3.3
2771,6.0,6.1
2772,7.8,6.9
2773,7.5,6.0
2774,4.5,4.6
2775,12.4,10.6
2776,10.1,10.4
2777,4.7,3.0
2778,5.5,4.5
2779,3.6,4.4
2780,5.4,5.8
2781,1.0,2.6
2782,3.3,3.1
2783,6.2,4.1
2784,4.4,4.3
2785,4.6,6.3
2786,6.4,5.1
2787,6.2,8.2
2788,2.9,3.4
2789,4.0,5.0
2790,2.9,3.3
2791,3.4,3.6
2792,1.9,5.2
2793,1.8,5.2
2794,4.3,4.5
2795,8.4,9.8
2796,6.8,6.3
2797,4.8,4.4
2798,2.3,2.3
2799,6.5,5.1
2800,6.7,4.3
2801,4.3,4.4
2802,2.4,3.5
2803,5.2,5.9
2804,1.9,1.8
2805,4.8,4.9
2806,4.4,3.8
2807,4.4,4.2
2808,4.9,5.3
2809,4.1,3.7
2810,5.1,6.9
2811,4.4,3.6
2812,4.9,5.4
2813,3.8,3.8
2814,4.3,3.6
2815,4.4,4.5
2816,4.7,4.8
2817,3.9,3.7
2818,5.6,4.9
2819,4.5,3.8
2820,5.4,6.1
2821,3.2,2.9
2822,4.4,4.9
2823,3.3,5.4
2824,5.6,5.7
2825,3.5,5.8
2826,3.2,3.0
2827,4.1,3.6
2828,9.1,4.8
2829,4.4,4.4
2830,6.7,6.5
2831,3.8,3.5
2832,7.8,9.2
2833,8.6,9.0
2834,8.4,9.1
2835,3.4,4.9
2836,6.3,7.3
2837,3.8,5.4
2838,6.2,7.5
2839,6.8,5.7
2840,5.6,5.1
2841,3.3,4.9
2842,4.1,3.8
2843,5.9,6.0
2844,7.0,9.2
2845,5.6,7.4
2846,8.3,7.9
2847,5.6,7.4
2848,4.5,3.6
2849,4.0,4.1
2850,5.5,4.6
2851,4.8,4.2
2852,5.4,5.4
2853,4.1,3.9
2854,4.8,4.0
2855,3.3,4.1
2856,3.4,3.9
2857,7.4,7.4
2858,6.3,5.7
2859,5.7,6.4
2860,4.9,6.7
2861,3.4,3.3
2862,5.8,5.3
2863,8.7,8.1
2864,0.5,1.8
2865,7.0,6.4
2866,4.9,3.9
2867,4.4,5.5
2868,4.9,5.7
2869,3.7,4.9
2870,4.4,6.3
2871,11.4,9.8
2872,3.8,2.9
2873,7.7,6.7
2874,4.5,6.6
2875,5.6,5.4
2876,1.4,3.6
2877,5.0,6.2
2878,6.3,5.3
2879,4.3,5.3
2880,3.7,5.1
2881,5.1,4.9
2882,4.4,7.9
2883,7.8,6.9
2884,5.8,9.1
2885,6.5,6.3
2886,7.8,7.6
2887,6.6,6.9
2888,6.7,6.2
2889,4.0,3.7
2890,5.2,6.7
2891,8.5,8.0
2892,5.0,4.9
2893,6.9,5.7
2894,2.9,3.2
2895,6.4,7.1
2896,4.8,3.8
2897,5.0,3.8
2898,4.6,4.1
2899,6.8,6.5
2900,6.2,7.4
2901,5.2,4.8
2902,6.3,5.3
2903,4.3,6.2
2904,5.5,5.3
2905,4.3,4.7
2906,7.7,8.7
2907,5.5,7.0
2908,7.8,6.3
2909,6.0,5.9
2910,6.4,5.4
2911,7.3,7.6
2912,9.6,8.3
2913,6.2,7.1
2914,6.4,3.9
2915,3.9,4.2
2916,7.7,8.5
2917,4.7,5.9
2918,3.6,4.9
2919,5.8,5.9
2920,10.2,6.4
2921,5.6,6.6
2922,10.1,10.1
2923,20.4,14.6
2924,4.1,4.1
2925,4.2,2.7
2926,14.8,10.5
2927,5.6,7.4
2928,5.5,5.7
2929,7.8,8.0
2930,5.3,6.7
2931,10.0,10.3
2932,4.1,3.5
2933,7.4,7.1
2934,7.4,6.2
2935,6.0,4.5
2936,8.3,9.6
2937,7.5,7.7
2938,8.5,9.1
2939,13.5,9.0
2940,12.2,11.5
2941,4.7,2.9
2942,9.7,9.5
2943,7.5,9.1
2944,8.8,9.0
2945,6.6,7.5
2946,4.7,3.7
2947,3.9,4.8
2948,6.7,6.5
2949,5.3,4.8
2950,4.4,4.9
2951,7.3,7.2
2952,4.3,5.6
2953,5.9,7.7
2954,6.7,7.0
2955,6.0,5.5
2956,5.8,5.7
2957,8.8,7.9
2958,6.2,6.4
2959,7.9,7.8
2960,8.4,8.2
2961,3.9,5.4
2962,9.5,10.1
2963,5.8,5.9
2964,7.2,5.6
2965,6.9,7.4
2966,10.1,10.5
2967,6.7,6.6
2968,7.5,7.1
2969,5.0,5.1
2970,5.7,6.4
2971,5.3,6.7
2972,5.0,5.6
2973,8.8,9.1
2974,4.2,4.2
2975,8.3,9.9
2976,6.7,7.8
2977,6.4,7.2
2978,8.0,8.0
2979,6.9,7.5
2980,4.0,4.2
2981,6.4,6.5
2982,6.2,6.4
2983,5.4,5.9
2984,6.3,6.7
2985,6.7,7.6
2986,7.7,6.5
2987,6.3,7.6
2988,6.0,5.2
2989,6.8,6.5
2990,8.5,7.6
2991,7.5,7.4
2992,8.9,7.9
2993,8.3,7.5
2994,10.6,8.3
2995,15.3,11.0
2996,3.5,5.2
2997,5.5,6.5
2998,14.5,12.6
2999,10.8,10.4
3000,6.5,5.9
3001,8.4,7.8
3002,12.3,8.5
3003,5.2,5.2
3004,6.8,6.2
3005,5.7,6.9
3006,7.5,5.7
3007,5.1,6.1
3008,6.5,5.9
3009,4.6,6.0
3010,7.3,6.6
3011,6.5,6.0
3012,7.5,6.6
3013,7.3,9.1
3014,12.8,8.9
3015,11.2,11.5
3016,5.5,4.6
3017,5.9,5.8
3018,7.7,8.3
3019,6.2,5.4
3020,6.9,6.8
3021,15.6,11.3
3022,6.1,5.5
3023,9.0,6.3
3024,11.1,8.7
3025,7.3,7.2
3026,5.1,4.7
3027,5.0,4.9
3028,7.4,6.4
3029,6.3,5.2
3030,8.4,6.0
3031,3.5,3.2
3032,7.6,6.1
3033,7.3,5.7
3034,8.5,8.2
3035,9.2,7.4
3036,11.1,8.1
3037,8.9,7.3
3038,7.4,6.0
3039,8.2,8.2
3040,8.1,6.9
3041,8.8,8.1
3042,10.6,11.3
3043,6.7,7.2
3044,7.8,7.4
3045,6.0,6.8
3046,11.7,8.4
3047,8.1,7.4
3048,7.2,6.4
3049,3.6,4.2
3050,5.5,5.7
3051,4.4,4.7
3052,3.5,3.0
3053,5.1,6.1
3054,2.0,2.1
3055,3.7,3.8
3056,3.3,3.6
3057,3.8,4.2
3058,4.1,4.9
3059,3.8,3.9
3060,4.8,4.3
3061,4.6,4.1
3062,5.6,5.6
3063,4.7,4.7
3064,4.0,4.6
3065,6.4,4.7
3066,4.0,3.7
3067,8.3,8.2
3068,3.5,4.0
3069,2.6,2.8
3070,3.4,4.3
3071,3.5,3.6
3072,7.8,5.5
3073,4.7,4.7
3074,4.3,4.1
3075,4.3,5.6
3076,7.8,7.3
3077,3.5,3.4
3078,4.6,4.3
3079,2.7,2.9
3080,6.7,6.2
3081,4.0,4.4
3082,3.7,4.0
3083,3.8,4.0
3084,5.7,5.4
3085,5.5,5.7
3086,8.1,16.3
3087,7.1,7.8
3088,4.7,4.8
3089,4.5,4.0
3090,3.9,4.5
3091,3.1,3.0
3092,3.0,3.0
3093,3.4,3.8
3094,2.7,3.1
3095,4.8,5.0
3096,4.6,5.3
3097,2.9,3.5
3098,5.8,6.3
3099,3.5,4.0
3100,6.4,6.3
3101,4.1,4.6
3102,3.3,3.2
3103,3.6,4.3
3104,6.2,8.3
3105,3.9,4.5
3106,4.4,3.8
3107,3.8,3.8
3108,3.3,2.7
3109,2.9,3.7
3110,7.9,6.6
3111,5.6,5.4
3112,5.1,5.0
3113,3.4,3.1
3114,3.3,2.8
3115,3.8,4.2
3116,5.0,5.3
3117,3.6,3.7
3118,4.8,4.7
3119,4.8,4.5
3120,4.7,3.5
3121,4.6,3.1
3122,3.4,3.3
3123,5.8,3.6
3124,3.6,2.6
3125,6.0,6.5
3126,6.5,4.8
3127,4.1,2.8
3128,4.3,3.0
3129,5.3,3.6
3130,6.0,4.6
3131,5.1,3.7
3132,0.0,2.1
3133,3.3,2.6
3134,2.5,1.9
3135,3.1,2.1
3136,4.2,3.3
3137,5.2,4.2
3138,1.3,1.7
3139,6.4,3.8
3140,6.1,4.7
3141,2.2,4.1
3142,40.9,28.9
3143,17.6,21.3
3144,22.6,20.0
3145,20.7,21.0
3146,6.4,9.7
3147,14.3,14.6
3148,17.4,16.8
3149,15.7,20.1
3150,18.9,16.6
3151,11.7,11.7
3152,14.5,15.0
3153,12.8,13.7
3154,15.4,14.8
3155,19.1,19.0
3156,23.3,19.5
3157,14.1,13.2
3158,27.9,24.6
3159,10.6,13.4
3160,11.9,13.0
3161,20.1,17.8
3162,16.9,14.1
3163,8.2,12.9
3164,25.0,19.9
3165,29.1,20.8
3166,1.6,6.9
3167,20.7,16.4
3168,28.4,20.6
3169,17.3,16.5
3170,31.2,23.3
3171,7.9,16.9
3172,23.9,19.9
3173,10.6,11.3
3174,14.8,12.8
3175,9.4,13.7
3176,23.1,18.8
3177,13.3,14.1
3178,19.4,18.7
3179,27.1,25.0
3180,21.9,16.4
3181,26.9,20.8
3182,17.8,17.9
3183,36.2,27.6
3184,2.4,10.1
3185,21.0,19.2
3186,28.6,22.6
3187,27.3,23.0
3188,18.1,17.1
3189,12.1,13.7
3190,24.6,23.2
3191,25.9,20.1
3192,26.2,20.5
3193,20.5,21.0
3194,11.2,12.8
3195,23.8,19.6
3196,32.1,25.6
3197,19.9,23.2
3198,23.3,22.3
3199,15.3,18.2
3200,13.1,16.0
3201,14.3,16.6
3202,22.9,19.8
3203,21.4,20.4
3204,9.1,13.9
3205,8.3,10.6
3206,15.0,15.0
3207,11.7,15.7
3208,28.0,24.2
3209,9.7,13.3
3210,13.8,14.4
3211,18.7,16.8
3212,7.3,9.7
3213,30.0,24.0
3214,21.5,19.6
3215,16.8,14.9
3216,12.8,12.0
3217,24.8,21.5
3218,25.4,20.9
3219,24.0,22.1
