,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
1963,176484,12669,23846,12948,11011,20950,81424,20185,10169,9163,12584,52101,8522,46,30.0,5.0
1964,20434,905,953,906,763,1937,5464,2740,1645,1877,3075,9337,2705,27,46.0,13.0
1965,142827,7296,8221,8274,7877,17831,49499,21243,10068,9165,14178,54654,9439,35,38.0,7.0
1966,45447,2252,3308,2709,2483,5590,16342,6063,2777,3324,4522,16686,3076,36,37.0,7.0
1967,134187,8433,9869,8851,7983,16531,51667,17129,8642,8041,11439,45251,6968,39,34.0,5.0
1968,91566,4115,5227,4916,4758,10931,29947,13565,7110,6869,9927,37471,7379,33,41.0,8.0
1969,138940,7040,9017,8515,8226,16972,49770,19683,10487,8395,13261,51826,9539,36,37.0,7.0
1970,66523,3130,3597,3540,3448,7607,21322,9742,5098,4662,7888,27390,5462,32,41.0,8.0
1971,63664,3180,3953,3494,3684,8013,22324,8550,4467,3871,5989,22877,4431,35,36.0,7.0
1972,35445,2070,2568,2069,2012,4387,13106,4540,2354,2487,3405,12786,2354,37,36.0,7.0
1973,60875,3115,3816,3707,3307,7336,21281,8786,4324,3891,6551,23552,4419,35,39.0,7.0
1974,46124,2019,2390,2436,2423,5436,14704,7240,3895,3243,5199,19577,3723,32,42.0,8.0
1975,72315,3707,4084,3772,3699,8843,24105,10554,5136,4894,7891,28475,5964,33,39.0,8.0
1976,14208,632,927,845,875,1611,4890,1839,1064,884,1635,5422,1065,34,38.0,7.0
1977,33291,1535,1897,1560,1497,3028,9517,4220,2374,2819,5188,14601,4325,29,44.0,13.0
1978,4090,127,226,257,245,502,1357,564,273,471,473,1781,428,33,44.0,10.0
1979,222095,14337,12659,9980,11511,32330,80817,36059,14585,10240,16444,77328,9468,36,35.0,4.0
1980,44420,2442,2884,2604,2445,4988,15363,5985,3153,3079,4422,16639,3062,35,37.0,7.0
1981,1023811,55774,65562,75103,76363,157092,429894,148601,62414,49795,66908,327718,40843,42,32.0,4.0
1982,20190,902,1455,825,1048,2023,6253,2638,1567,1749,2691,8645,1927,31,43.0,10.0
1983,12331,746,883,398,610,1544,4181,1238,1037,979,1618,4872,1092,34,40.0,9.0
1984,53421,5898,11304,3108,2469,4831,27610,5597,3107,3136,4814,16654,3109,52,31.0,6.0
1985,124496,6513,9379,8862,7696,14787,47237,16101,8496,7585,10835,43017,7901,38,35.0,6.0
1986,68525,3040,3878,3472,3583,8224,22197,9863,5466,4541,7941,27811,5754,32,41.0,8.0
1987,81379,4124,5162,4931,4750,9599,28566,10980,5420,5860,7855,30115,5616,35,37.0,7.0
1988,37825,1898,2175,1874,1968,4699,12614,5662,2644,2631,4062,14999,3014,33,40.0,8.0
1989,17605,733,908,839,869,2053,5402,2409,1260,1358,2425,7452,1822,31,42.0,10.0
1990,2368,133,154,110,131,249,777,300,153,200,303,956,240,33,40.0,10.0
1991,10971,664,680,626,586,1105,3661,1466,827,850,1177,4320,1091,33,39.0,10.0
1992,6875,367,454,422,385,630,2258,761,392,445,518,2116,364,33,31.0,5.0
1993,983,30,41,38,74,116,299,132,104,70,78,384,102,30,39.0,10.0
1994,6651,317,493,310,328,673,2121,826,449,596,812,2683,650,32,40.0,10.0
1995,3226,146,194,165,179,382,1066,320,236,296,306,1158,331,33,36.0,10.0
1996,2253,85,126,175,140,197,723,304,143,168,205,820,140,32,36.0,6.0
1997,92372,4329,6317,6999,7098,11157,35900,11550,6751,5336,7315,30952,6306,39,34.0,7.0
1998,170620,9838,20035,15597,13571,21259,80300,19135,9324,9055,10296,47810,8359,47,28.0,5.0
1999,3817,110,227,155,169,323,984,484,378,259,489,1610,517,26,42.0,14.0
2000,5041,214,379,266,271,539,1669,654,328,365,505,1852,555,33,37.0,11.0
2001,2378,38,107,91,122,262,620,296,222,196,317,1031,317,26,43.0,13.0
2002,4349,251,213,291,269,418,1442,603,375,387,398,1763,294,33,41.0,7.0
2003,2321,122,106,108,106,242,684,318,193,168,232,911,267,29,39.0,12.0
2004,3389,133,139,113,101,296,782,514,312,223,444,1493,527,23,44.0,16.0
2005,3318,135,158,156,165,377,991,449,293,223,329,1294,404,30,39.0,12.0
2006,1892,118,120,93,93,194,618,223,136,135,207,701,172,33,37.0,9.0
2007,70130,5052,11404,6330,4701,6896,34383,7041,4087,3627,4443,19198,3610,49,27.0,5.0
2008,2387,120,60,99,124,210,613,269,224,217,333,1043,327,26,44.0,14.0
2009,2276,87,125,87,129,174,602,257,171,174,354,956,323,26,42.0,14.0
2010,2601,60,83,168,151,250,712,343,148,218,282,991,375,27,38.0,14.0
2011,2457,141,123,153,137,239,793,278,262,186,244,970,245,32,39.0,10.0
2012,4106,150,194,167,193,400,1104,515,361,293,460,1629,549,27,40.0,13.0
2013,1932,85,112,69,62,163,491,238,186,161,254,839,308,25,43.0,16.0
2014,5951,240,322,289,360,660,1871,823,415,443,609,2290,554,31,38.0,9.0
2015,2680,89,79,122,129,208,627,362,219,196,335,1112,525,23,41.0,20.0
2016,11679,573,836,1082,1024,1353,4868,1350,753,595,627,3325,441,42,28.0,4.0
2017,9607,429,403,448,518,1086,2884,1191,800,868,1247,4106,868,30,43.0,9.0
2018,8637,362,423,488,502,845,2620,1267,819,716,812,3614,681,30,42.0,8.0
2019,30059,1220,1820,2412,2173,3847,11472,3862,2460,1733,2466,10521,2076,38,35.0,7.0
2020,9986,571,814,675,760,1204,4024,1280,759,508,662,3209,446,40,32.0,4.0
2021,2971,70,164,142,165,253,794,372,260,262,401,1295,404,27,44.0,14.0
2022,1822,56,69,60,72,209,466,233,157,156,311,857,141,26,47.0,8.0
2023,7050,265,316,330,389,711,2011,957,630,619,761,2967,753,29,42.0,11.0
2024,4272,156,276,295,249,330,1306,608,270,338,481,1697,490,31,40.0,11.0
2025,11574,653,720,679,636,1230,3918,1535,936,735,1084,4290,1090,34,37.0,9.0
2026,5411,323,266,230,273,615,1707,736,428,397,518,2079,599,32,38.0,11.0
2027,2543,80,146,152,166,281,825,352,168,164,199,883,250,32,35.0,10.0
2028,16333,1206,1481,901,913,1626,6127,1999,1260,1197,1309,5765,1360,38,35.0,8.0
2029,14657,849,973,917,837,1625,5201,1761,1002,646,944,4353,616,35,30.0,4.0
2030,3883,146,225,198,210,410,1189,540,320,324,474,1658,350,31,43.0,9.0
2031,1403,48,58,87,72,85,350,214,148,121,171,654,206,25,47.0,15.0
2032,4420,290,306,310,265,497,1668,524,174,222,203,1123,117,38,25.0,3.0
2033,674,20,21,20,38,57,156,78,78,69,86,311,77,23,46.0,11.0
2034,30316,1363,2311,2818,2356,3615,12463,3632,2081,1425,1841,8979,2053,41,30.0,7.0
2035,1915,69,94,91,66,199,519,283,168,200,228,879,176,27,46.0,9.0
2036,21058,1090,1602,1301,1378,2300,7671,2586,1670,1552,1893,7701,1865,36,37.0,9.0
2037,2258,87,56,76,85,252,556,265,230,183,231,909,321,25,40.0,14.0
2038,8050,497,503,454,409,858,2721,1070,630,540,732,2972,784,34,37.0,10.0
2039,10920,532,513,588,568,1119,3320,1498,986,675,1117,4276,1131,30,39.0,10.0
2040,69628,3820,8029,7071,5319,8029,32268,7424,3783,3276,4233,18716,3949,46,27.0,6.0
2041,4089,88,225,173,162,369,1017,527,405,301,515,1748,607,25,43.0,15.0
2042,32916,1439,2338,3820,3063,3787,14447,3674,2022,1750,1599,9045,1503,44,27.0,5.0
2043,27926,1303,1578,1492,1452,3454,9279,3938,2267,1746,2738,10689,1895,33,38.0,7.0
2044,104157,5878,7602,6553,6176,12109,38318,13099,7209,7092,9397,36797,7591,37,35.0,7.0
2045,53299,3341,3955,2802,2895,5774,18767,7033,3975,3376,5228,19612,4186,35,37.0,8.0
2046,98622,4869,5610,5445,5461,11748,33133,14128,6841,7721,10041,38731,7365,34,39.0,7.0
2047,65563,8916,11878,4554,3512,6489,35349,6863,3674,3450,4626,18613,3071,54,28.0,5.0
2048,45778,2290,2682,2559,2494,5225,15250,6226,3686,2958,4167,17037,3613,33,37.0,8.0
2049,68889,2875,3897,4279,4227,8326,23604,9704,5443,5347,7234,27728,6006,34,40.0,9.0
2050,43799,2181,2405,2359,2451,5489,14885,6283,3635,2568,4328,16814,3160,34,38.0,7.0
2051,375702,23608,32523,21193,22684,45764,145772,50829,25731,22139,29832,128531,21251,39,34.0,6.0
2052,27825,1383,1589,1356,1334,3185,8847,4014,2430,2044,3173,11661,2257,32,42.0,8.0
2053,39005,2212,2441,2109,2095,4749,13606,5595,2740,2621,3997,14953,2728,35,38.0,7.0
2054,135520,7194,8536,7898,7538,15204,46370,18143,9771,9200,14013,51127,10757,34,38.0,8.0
2055,202166,10016,11828,12009,12190,25755,71798,29339,15227,13543,18013,76122,11577,36,38.0,6.0
2056,41869,2247,2840,2287,2390,4912,14676,5791,3180,2736,3878,15585,2733,35,37.0,7.0
2057,104584,4693,5717,5737,5762,12841,34750,14684,8305,7938,10997,41924,8607,33,40.0,8.0
2058,36602,1632,1998,2121,2023,4199,11973,4857,2768,2638,3696,13959,2906,33,38.0,8.0
2059,42231,1945,2470,2221,2293,4949,13878,5642,3156,2950,4558,16306,3814,33,39.0,9.0
2060,1257401,63474,83984,86478,80819,144987,459742,169645,94676,84316,114187,462824,99341,37,37.0,8.0
2061,51919,2584,2853,2610,2764,5926,16737,7189,3686,3553,5314,19742,4350,32,38.0,8.0
2062,38311,2252,2438,2133,2300,4680,13803,4800,2862,2540,3676,13878,2868,36,36.0,7.0
2063,193024,10511,9692,8049,11290,30007,69549,29703,12504,10485,14777,67469,8790,36,35.0,5.0
2064,75369,3560,4545,4178,4049,8128,24460,10291,6427,5301,8648,30667,6601,32,41.0,9.0
2065,151526,8326,9182,8750,9012,19981,55251,22070,10103,9460,13260,54893,9123,36,36.0,6.0
2066,28659,1341,1660,1719,1620,3578,9918,3974,2140,1745,2826,10685,1965,35,37.0,7.0
2067,1253507,64598,92706,121438,102621,167093,548456,157292,76613,65298,83505,382708,56964,44,31.0,5.0
2068,42296,2437,2406,2212,2426,4903,14384,5846,3282,2883,3870,15881,3015,34,38.0,7.0
2069,30203,1559,1881,1766,1859,3375,10440,4032,2336,1947,3005,11320,2296,35,37.0,8.0
2070,93895,5385,5458,3823,3850,9781,28297,14186,8449,6256,10187,39078,7229,30,42.0,8.0
2071,164825,10624,14088,11542,10229,18213,64696,21420,11784,10617,15132,58953,11072,39,36.0,7.0
2072,39414,1983,2229,2355,2124,4448,13139,5458,2975,2844,4084,15361,3076,33,39.0,8.0
2073,808703,42665,55541,63371,55999,94256,311832,105717,55007,51995,64653,277372,52439,39,34.0,6.0
2074,75508,4253,4890,5155,4886,8916,28100,10039,5527,4834,6705,27105,5277,37,36.0,7.0
2075,31576,2414,3518,1586,1634,3609,12761,3837,1964,1877,2710,10388,2021,40,33.0,6.0
2076,15397,784,777,754,754,1702,4771,2204,1337,1206,1765,6512,1326,31,42.0,9.0
2077,27463,1419,1564,1539,1556,3282,9360,3712,2104,1865,2495,10176,2215,34,37.0,8.0
2078,43031,2198,2441,2416,2371,5235,14661,5933,2809,2994,4265,16001,3210,34,37.0,7.0
2079,28547,1500,1550,1511,1496,3498,9555,4103,2284,1897,3083,11367,2056,33,40.0,7.0
2080,43808,3078,3135,2863,2443,4735,16254,4878,2472,2122,3081,12553,2486,37,29.0,6.0
2081,58497,2898,3489,3435,3460,7017,20299,7990,4054,4082,5357,21483,3853,35,37.0,7.0
2082,32624,1647,1874,2049,2006,4082,11658,4316,2594,1965,3162,12037,2068,36,37.0,6.0
2083,67349,3305,4633,3703,3259,7489,22389,9041,5516,5230,7498,27285,6047,33,41.0,9.0
2084,60945,4019,4858,3339,3249,6674,22139,7828,4366,3990,5854,22038,4353,36,36.0,7.0
2085,229701,10942,13077,13210,13291,26684,77204,33365,18986,16111,23806,92268,18571,34,40.0,8.0
2086,61057,3048,3415,3624,3586,7701,21374,8392,4442,4064,6355,23253,4551,35,38.0,7.0
2087,170678,9631,10799,9325,10336,20961,61052,24504,13021,10437,15779,63741,10521,36,37.0,6.0
2088,45323,2545,2544,2412,2548,5376,15425,6354,3204,3536,4407,17501,3127,34,39.0,7.0
2089,305405,16592,18907,16353,17076,37847,106775,43392,22998,20336,29482,116208,21859,35,38.0,7.0
2090,433404,22635,30845,32030,27245,50902,163657,56540,31121,27985,37080,152726,27796,38,35.0,6.0
2091,43732,2065,2633,2805,3025,6216,16744,6890,3325,2409,3657,16281,2678,38,37.0,6.0
2092,231857,10939,14879,13594,12561,26152,78125,30851,18836,16886,23953,90526,21477,34,39.0,9.0
2093,65483,2829,4185,4348,4358,8325,24045,9267,4947,4180,6215,24609,4644,37,38.0,7.0
2094,176362,8901,9497,8807,9786,22705,59696,27114,13127,11814,17084,69139,11346,34,39.0,6.0
2095,23234,1088,1220,1277,1291,2849,7725,3303,1766,1787,2436,9292,1755,33,40.0,8.0
2096,40723,2330,2397,2246,2249,4476,13698,5307,3085,2789,3595,14776,3162,34,36.0,8.0
2097,104081,5173,5665,5887,5954,12657,35336,14445,7522,7178,10574,39719,7720,34,38.0,7.0
2098,14239,645,706,694,721,1596,4362,1960,1152,1041,1752,5905,1335,31,41.0,9.0
2099,531987,27468,36716,36196,33718,60952,195050,70001,37537,34110,49671,191319,40504,37,36.0,8.0
2100,14773,730,774,740,777,1669,4690,2062,1052,1260,1644,6018,1258,32,41.0,9.0
2101,34935,1978,1851,1697,1883,4444,11853,4953,2659,2621,3238,13471,2274,34,39.0,7.0
2102,85933,4724,5770,5218,4993,9961,30666,11669,6230,5671,8113,31683,6328,36,37.0,7.0
2103,14498,486,625,1005,918,1351,4385,1208,1628,1243,2236,6315,1403,30,44.0,10.0
2104,40769,1903,1940,1825,1910,4369,11947,5697,3620,3468,5437,18222,3839,29,45.0,9.0
2105,18951,935,997,1121,1049,2190,6292,2630,1429,1341,1908,7308,1373,33,39.0,7.0
2106,35983,1789,2204,2034,2091,4434,12552,5172,2440,2580,3443,13635,2174,35,38.0,6.0
2107,57075,3117,3662,3672,3712,7913,22076,8368,4093,3179,4936,20576,3542,39,36.0,6.0
2108,28291,1407,1623,1674,1582,3499,9785,3914,1927,2028,2733,10602,2025,35,37.0,7.0
2109,162080,12371,18718,9523,8385,17465,66462,22060,12047,10211,14365,58683,9836,41,36.0,6.0
2110,41328,2255,2263,2262,2249,4931,13960,5840,3400,2627,4289,16156,3001,34,39.0,7.0
2111,34037,1697,2083,1712,1955,3756,11203,4763,2602,2325,2887,12577,2550,33,37.0,7.0
2112,121533,5662,7552,7455,7275,14470,42414,16042,8843,8154,12240,45279,10280,35,37.0,8.0
2113,77125,3342,4647,4940,4698,10393,28020,11451,5953,4882,6863,29149,5019,36,38.0,7.0
2114,59559,3022,3468,3210,3306,7157,20163,8206,4991,3751,5776,22724,4604,34,38.0,8.0
2115,76871,4057,4927,5049,4750,9503,28286,10093,5649,4848,7231,27821,5898,37,36.0,8.0
2116,55549,3546,4064,3150,3101,6447,20308,7134,4098,3882,5078,20192,4151,37,36.0,7.0
2117,48902,2744,2854,2755,2802,5861,17016,6823,3525,3201,4192,17741,3132,35,36.0,6.0
2118,374273,19704,23780,22106,21238,42867,129695,50976,27575,26546,37662,142759,30229,35,38.0,8.0
2119,541318,27670,34925,36436,33140,63700,195871,75691,41093,36898,50367,204049,39433,36,38.0,7.0
2120,203341,9578,12053,11525,10896,22790,66842,27965,15904,15037,22571,81477,17842,33,40.0,9.0
2121,92531,4580,5162,5168,5380,10837,31127,12237,7173,6149,9335,34894,7718,34,38.0,8.0
2122,54688,2751,3167,3292,3569,8380,21159,8480,4051,2529,3785,18845,2400,39,34.0,4.0
2123,28262,1430,1654,1469,1617,3365,9535,3791,2165,1900,2755,10611,2291,34,38.0,8.0
2124,13142,667,749,707,676,1739,4538,1893,1176,847,1266,5182,821,35,39.0,6.0
2125,223868,11817,11929,11960,13383,31325,80414,34825,15396,13012,17431,80664,12077,36,36.0,5.0
2126,60871,3255,3912,3302,3431,6916,20816,8313,5130,4169,6663,24275,5258,34,40.0,9.0
2127,115915,6772,7967,6929,6468,13074,41210,14730,8259,7344,10721,41054,8423,36,35.0,7.0
2128,37061,1772,2123,2185,2140,4417,12637,4976,2832,2556,3527,13891,3023,34,37.0,8.0
2129,129504,10390,16153,7915,7540,14489,56487,15387,8742,7351,10477,41957,7812,44,32.0,6.0
2130,22190,1063,1198,1158,1249,2754,7422,2977,1707,1473,2129,8286,1865,33,37.0,8.0
2131,22136,1142,1428,1298,1388,2673,7929,2894,1412,1332,2005,7643,1313,36,35.0,6.0
2132,5877,246,266,309,316,878,2015,899,426,408,565,2298,530,34,39.0,9.0
2133,13899,569,892,875,889,1682,4907,1738,1010,903,1506,5157,1059,35,37.0,8.0
2134,5445,233,322,269,271,653,1748,689,409,337,565,2000,431,32,37.0,8.0
2135,22971,1027,1505,1771,1834,2961,9098,2875,1279,1460,1610,7224,1336,40,31.0,6.0
2136,9680,293,427,597,637,1197,3151,1350,791,594,973,3708,790,33,38.0,8.0
2137,45068,2415,3315,3321,2811,5134,16996,5519,2611,2793,4580,15503,3216,38,34.0,7.0
2138,29437,1566,1891,1956,1905,3430,10748,3770,1867,1753,2653,10043,2069,37,34.0,7.0
2139,132922,6711,7309,9184,10333,19053,52590,17227,8260,7229,10055,42771,6274,40,32.0,5.0
2140,48407,2513,2878,2997,3038,6104,17530,6022,3314,2947,4306,16589,3331,36,34.0,7.0
2141,48404,3217,5371,2860,2978,5289,19715,5601,3191,2600,4485,15877,3010,41,33.0,6.0
2142,14979,701,828,843,776,1608,4756,1925,1094,1034,1686,5739,1270,32,38.0,8.0
2143,2221,85,94,157,92,224,652,267,135,163,288,853,242,29,38.0,11.0
2144,274024,16702,30422,20731,20580,34821,123256,32513,16142,14632,20199,83486,13025,45,30.0,5.0
2145,5666,308,318,294,261,639,1820,683,384,409,629,2105,498,32,37.0,9.0
2146,123066,7583,11503,10780,9653,15066,54585,14392,7157,6122,8121,35792,6100,44,29.0,5.0
2147,6000,320,365,273,405,687,2050,784,367,455,640,2246,489,34,37.0,8.0
2148,14563,682,788,881,853,1747,4951,2028,1010,895,1585,5518,1226,34,38.0,8.0
2149,70899,3787,4117,4078,4229,8495,24706,9577,4995,4688,6987,26247,4914,35,37.0,7.0
2150,29169,1989,3622,2140,1893,2853,12497,3267,1524,1499,2131,8421,1708,43,29.0,6.0
2151,41878,1938,2179,2072,2001,4361,12551,5360,3217,3129,6038,17744,3897,30,42.0,9.0
2152,4904,294,216,242,260,495,1507,639,360,287,497,1783,442,31,36.0,9.0
2153,4102,174,221,187,193,453,1228,546,303,303,462,1614,397,30,39.0,10.0
2154,62421,2763,4305,4326,4493,7137,23024,7327,4245,3585,5039,20196,4468,37,32.0,7.0
2155,27751,1431,1566,1615,1733,3475,9820,3293,1847,1805,2677,9622,2127,35,35.0,8.0
2156,54351,3070,3025,3188,3499,6864,19646,7371,4328,3060,4933,19692,3305,36,36.0,6.0
2157,4458,182,228,211,229,453,1303,591,336,337,457,1721,469,29,39.0,11.0
2158,6018,285,417,378,489,908,2477,692,474,284,527,1977,538,41,33.0,9.0
2159,2758,153,74,185,154,346,912,338,210,215,266,1029,239,33,37.0,9.0
2160,3843,218,108,191,256,447,1220,467,236,294,314,1311,355,32,34.0,9.0
2161,12746,654,713,739,728,1442,4276,1604,818,838,1513,4773,981,34,37.0,8.0
2162,13519,667,883,966,906,1600,5022,1713,875,844,1369,4801,1141,37,36.0,8.0
2163,25574,1088,2085,1964,1712,3159,10008,2864,1782,1166,2022,7834,1611,39,31.0,6.0
2164,6270,392,278,319,312,715,2016,767,495,445,706,2413,530,32,38.0,8.0
2165,11039,616,628,656,637,1252,3789,1407,740,732,1140,4019,831,34,36.0,8.0
2166,45173,2523,2852,2546,2664,5090,15675,5315,2932,2931,4521,15699,3786,35,35.0,8.0
2167,15510,796,810,982,1063,1778,5429,1961,1162,813,1244,5180,1119,35,33.0,7.0
2168,9127,401,474,505,571,976,2927,1172,598,742,1022,3534,729,32,39.0,8.0
2169,10621,642,757,576,597,1098,3670,1339,742,608,1160,3849,1030,35,36.0,10.0
2170,49860,2647,2998,2959,2937,6137,17678,6443,3450,3099,5069,18061,3505,35,36.0,7.0
2171,34759,1832,1884,1858,1964,3930,11468,4879,2466,2409,3688,13442,2332,33,39.0,7.0
2172,45326,2836,3143,2336,3104,5663,17082,6023,3400,2758,3984,16165,2515,38,36.0,6.0
2173,9843,595,592,515,591,1097,3390,1230,626,622,1090,3568,742,34,36.0,8.0
2174,37919,1967,2113,2032,2469,5148,13729,4980,2558,2314,3402,13254,2175,36,35.0,6.0
2175,33026,1746,2086,1858,1957,3709,11356,4298,2214,2067,3273,11852,2415,34,36.0,7.0
2176,19874,809,1003,922,1070,2052,5856,2489,1417,1676,2749,8331,2064,29,42.0,10.0
2177,7730,364,386,368,476,843,2437,941,554,553,777,2825,734,32,37.0,9.0
2178,16226,719,949,838,781,1803,5090,2019,1173,1030,2040,6262,1475,31,39.0,9.0
2179,40929,2292,2400,2419,2398,4715,14224,5303,2864,2833,4265,15265,2904,35,37.0,7.0
2180,13797,554,828,775,858,1654,4669,1754,1096,814,1534,5198,1059,34,38.0,8.0
2181,69471,3646,4428,4437,4521,8476,25508,8588,4811,4193,6304,23896,4776,37,34.0,7.0
2182,11421,569,654,646,684,1265,3818,1528,806,800,1153,4287,909,33,38.0,8.0
2183,10448,553,571,602,585,1175,3486,1418,715,761,1085,3979,864,33,38.0,8.0
2184,12160,632,754,702,775,1505,4368,1660,843,694,1218,4415,852,36,36.0,7.0
2185,774203,38392,53994,63354,59479,97513,312732,92559,49388,41824,57235,241006,41606,40,31.0,5.0
2186,39121,2248,2703,2340,2245,4361,13897,4869,2775,2500,3836,13980,2936,36,36.0,8.0
2187,47350,2372,2480,2718,2743,5447,15760,6462,3819,3258,5081,18620,3433,33,39.0,7.0
2188,31725,2015,2130,1858,1781,3588,11372,3840,1953,1966,3161,10920,2480,36,34.0,8.0
2189,16448,861,840,867,887,1892,5347,2227,1181,1177,1787,6372,1224,33,39.0,7.0
2190,80634,7016,16166,6519,5072,7665,42438,7303,3750,3679,5258,19990,4096,53,25.0,5.0
2191,44673,1917,2549,3099,2834,5272,15671,5769,2932,2945,4857,16503,3676,35,37.0,8.0
2192,38289,2121,3202,2869,2558,4300,15050,4479,2286,2154,3344,12263,2766,39,32.0,7.0
2193,71614,4133,5070,4477,4519,8831,27030,9183,4683,4162,6559,24587,4601,38,34.0,6.0
2194,11132,482,571,578,639,1118,3388,1487,862,713,1414,4476,1044,30,40.0,9.0
2195,3734,165,237,140,240,388,1170,451,334,191,397,1373,306,31,37.0,8.0
2196,90098,5000,5839,5363,5397,10988,32587,12676,6086,5702,8138,32602,5639,36,36.0,6.0
2197,25246,1487,1557,1360,1422,2923,8749,3239,1636,1601,2485,8961,1857,35,35.0,7.0
2198,41364,2209,2435,2461,2426,4975,14506,5739,2985,2402,4304,15430,2961,35,37.0,7.0
2199,44293,2235,2487,2604,2608,5204,15138,5611,3405,2869,4341,16226,3741,34,37.0,8.0
2200,21409,1425,1745,1551,1531,2742,8994,2414,1382,1073,1319,6188,1012,42,29.0,5.0
2201,7591,375,398,360,473,833,2439,1036,486,531,799,2852,655,32,38.0,9.0
2202,637123,32226,43077,47712,46184,81515,250714,79523,40736,35813,48838,204910,36120,39,32.0,6.0
2203,76830,3938,4195,4461,5119,10192,27905,10223,5399,4611,7302,27535,4316,36,36.0,6.0
2204,51867,2542,2961,3234,3284,5856,17877,6270,3864,3185,5036,18355,4693,34,35.0,9.0
2205,11550,550,636,680,723,1256,3845,1476,923,678,1033,4110,948,33,36.0,8.0
2206,9132,583,1213,716,666,911,4089,939,535,530,717,2721,753,45,30.0,8.0
2207,21140,1265,1325,1444,1394,2820,8248,2651,1461,1071,1627,6810,1345,39,32.0,6.0
2208,15980,610,753,821,970,1627,4781,1874,1263,1298,2284,6719,1691,30,42.0,11.0
2209,88249,7646,14370,6415,4985,8760,42176,9257,5580,5495,7628,27960,5290,48,32.0,6.0
2210,399962,20128,22612,23469,24188,51486,141883,56525,29801,28623,40293,155242,25740,35,39.0,6.0
2211,38021,1875,2205,2244,2174,4360,12858,4740,3079,3162,4743,15724,2895,34,41.0,8.0
2212,50207,2554,2432,2624,2744,6280,16634,7211,3511,4390,5524,20636,3282,33,41.0,7.0
2213,62921,2689,3278,3308,3401,6243,18919,7939,4592,5877,8862,27270,6478,30,43.0,10.0
2214,21717,968,884,1170,1046,2461,6529,2701,1817,1782,3270,9570,1976,30,44.0,9.0
2215,22377,542,971,961,903,2060,5437,2563,1898,2240,4289,10990,2934,24,49.0,13.0
2216,175321,7481,8940,10480,11494,23015,61410,22707,12777,12934,20769,69187,11668,35,39.0,7.0
2217,107576,4881,5375,5963,5714,10862,32795,13414,7737,9438,14777,45366,11145,30,42.0,10.0
2218,1910,68,88,62,107,171,496,237,122,194,269,822,211,26,43.0,11.0
2219,7209,300,267,326,324,718,1935,842,611,711,1113,3277,870,27,45.0,12.0
2220,7195,346,338,381,343,804,2212,881,507,676,948,3012,651,31,42.0,9.0
2221,22938,1114,1417,1452,1432,2966,8381,3151,1547,1523,2000,8221,1344,37,36.0,6.0
2222,212070,9981,12217,13113,12840,24297,72448,25886,14539,16607,25507,82539,17999,34,39.0,8.0
2223,22707,1368,1096,1423,1263,2651,7801,2814,1461,1681,2587,8543,1557,34,38.0,7.0
2224,84514,3972,4119,4382,4002,8788,25263,10332,6287,7273,12258,36150,8808,30,43.0,10.0
