,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
754,5911,233,254,319,314,683,1803,914,590,381,708,2593,479,31,44.0,8.0
755,19623,1016,1097,1069,1086,2235,6503,2711,1683,1101,2114,7609,1462,33,39.0,7.0
756,20957,979,1071,1086,1072,2380,6588,3302,1666,1649,2359,8976,1407,31,43.0,7.0
757,17062,723,1013,1089,1022,2099,5946,2368,1375,1058,1814,6615,1226,35,39.0,7.0
758,19229,757,1170,1236,1240,2440,6843,2589,1439,1354,1887,7269,1450,36,38.0,8.0
759,12471,534,672,635,658,1445,3944,1782,1004,873,1365,5024,1033,32,40.0,8.0
760,167391,9313,11264,9715,10590,21875,62757,22786,12523,11248,14978,61535,9971,37,37.0,6.0
761,25599,1310,1486,1384,1450,3018,8648,3579,2264,1762,2521,10126,1851,34,40.0,7.0
762,12761,671,680,679,686,1533,4249,1731,1010,929,1313,4983,1003,33,39.0,8.0
763,37543,2611,3694,2264,2133,4370,15072,5271,2660,2255,3212,13398,2591,40,36.0,7.0
764,25203,1331,1341,1392,1313,3007,8384,3458,1766,1706,2600,9530,2162,33,38.0,9.0
765,28372,1587,1720,1480,1597,3408,9792,4058,2239,1653,2701,10651,2048,35,38.0,7.0
766,16765,851,968,903,872,1993,5587,2428,1303,1089,1625,6445,1326,33,38.0,8.0
767,268613,16126,20777,18026,16953,31754,103636,33538,16799,17806,21757,89900,17822,39,33.0,7.0
768,23722,1172,1446,1372,1361,3006,8357,3520,1739,1476,2324,9059,1447,35,38.0,6.0
769,44339,2124,2499,2612,2592,5384,15211,6643,3304,3026,3981,16954,3045,34,38.0,7.0
770,20610,1085,1076,995,1096,2426,6678,3063,1625,1442,2184,8314,1546,32,40.0,8.0
771,22966,1205,1304,1296,1243,2721,7769,3193,1782,1669,2343,8987,1541,34,39.0,7.0
772,34459,2115,2523,1770,1729,3846,11983,4777,2653,2508,3791,13729,2477,35,40.0,7.0
773,20900,966,1257,1380,1348,2865,7816,3033,1779,1062,2046,7920,1439,37,38.0,7.0
774,10617,581,501,530,600,1283,3495,1536,736,638,1083,3993,753,33,38.0,7.0
775,186081,15655,33327,14615,11685,19781,95063,18684,9202,8788,11370,48044,8436,51,26.0,5.0
776,15290,822,878,761,758,1795,5014,2284,1340,955,1706,6285,1249,33,41.0,8.0
777,7225,474,400,377,355,839,2445,1096,506,501,801,2904,498,34,40.0,7.0
778,181831,9302,13694,13669,12259,20957,69881,23010,12802,12101,15417,63330,13042,38,35.0,7.0
779,15644,828,882,807,805,1898,5220,2219,1135,1149,1706,6209,1230,33,40.0,8.0
780,107723,7121,11857,7024,6632,12711,45345,13237,7151,6075,9255,35718,6976,42,33.0,6.0
781,31848,2014,2188,1716,1654,3589,11161,4159,2231,2259,3207,11856,2995,35,37.0,9.0
782,8269,358,421,398,451,934,2562,1263,610,617,894,3384,703,31,41.0,9.0
783,61581,3172,3099,3207,3624,7952,21054,8721,4749,3829,6013,23312,3892,34,38.0,6.0
784,27807,1357,1548,1561,1492,3450,9408,4099,2102,1912,2659,10772,1784,34,39.0,6.0
785,66972,3666,4325,3815,3784,7802,23392,9127,4421,4795,6564,24907,5599,35,37.0,8.0
786,27832,1451,1572,1555,1589,3118,9285,3640,2186,1788,2656,10270,2169,33,37.0,8.0
787,24279,1204,1344,1306,1283,2731,7868,3186,1821,1822,2563,9392,2017,32,39.0,8.0
788,33481,1651,1868,1950,1888,3999,11356,4651,2532,2451,3272,12906,2337,34,39.0,7.0
789,7192,301,342,369,401,740,2153,974,522,583,732,2811,846,30,39.0,12.0
790,3785,142,206,198,209,367,1122,526,297,298,443,1564,401,30,41.0,11.0
791,13940,626,720,624,737,1427,4134,1837,1131,1020,1601,5589,1383,30,40.0,10.0
792,12547,486,627,679,700,1286,3778,1604,920,981,1472,4977,1306,30,40.0,10.0
793,5711,274,289,260,268,550,1641,793,459,443,645,2340,729,29,41.0,13.0
794,25646,1292,1394,1157,1393,3053,8289,3910,2068,1566,2360,9904,2043,32,39.0,8.0
795,132960,8203,15490,8935,8213,14714,55555,14780,8543,8143,10864,42330,9264,42,32.0,7.0
796,26381,1500,1490,1451,1637,3221,9299,3533,1971,2036,2401,9941,2054,35,38.0,8.0
797,24741,1788,1943,1269,1354,2820,9174,3018,1595,1526,2482,8621,2199,37,35.0,9.0
798,21101,975,1042,1150,1329,2414,6910,2707,1616,1172,2004,7499,1601,33,36.0,8.0
799,20369,1177,1716,1429,1148,2160,7630,2415,1347,1397,1387,6546,1503,37,32.0,7.0
800,14822,623,687,685,852,1644,4491,1906,1053,1119,1639,5717,1539,30,39.0,10.0
801,9814,312,631,517,524,1027,3011,1206,714,801,1038,3759,1163,31,38.0,12.0
802,20428,937,1079,953,1156,2160,6285,2710,1597,1381,1822,7510,2084,31,37.0,10.0
803,13327,563,710,608,725,1464,4070,1719,991,983,1461,5154,1454,31,39.0,11.0
804,18368,841,872,833,1155,2202,5903,2618,1407,1330,1769,7124,1628,32,39.0,9.0
805,43134,2161,2503,2397,2448,4644,14153,5775,3470,3314,4439,16998,4250,33,39.0,10.0
806,11577,392,650,550,564,1236,3392,1430,900,1006,1249,4585,1382,29,40.0,12.0
807,12140,592,675,542,610,1254,3673,1657,1007,909,1244,4817,1128,30,40.0,9.0
808,9267,421,488,625,475,1030,3039,1296,682,665,845,3488,746,33,38.0,8.0
809,16387,724,860,911,918,1853,5266,2072,1144,1289,1614,6119,1656,32,37.0,10.0
810,17711,786,885,839,865,1764,5139,2370,1396,1545,1982,7293,1847,29,41.0,10.0
811,47587,2390,2686,2546,2600,5390,15612,6620,3660,3210,4695,18185,4177,33,38.0,9.0
812,17131,917,1201,966,1245,1598,5927,2229,1276,956,1476,5937,1397,35,35.0,8.0
813,80864,4068,3689,5485,6645,12534,32421,10638,4386,3846,5219,24089,3885,40,30.0,5.0
814,8834,475,460,452,461,928,2776,1053,576,568,795,2992,747,31,34.0,8.0
815,8105,672,1011,350,369,768,3170,875,465,587,745,2672,749,39,33.0,9.0
816,17326,951,929,714,957,1865,5416,2450,1399,1264,1620,6733,1534,31,39.0,9.0
817,39876,1900,2171,2153,2348,4553,13125,5249,2765,2989,4117,15120,3515,33,38.0,9.0
818,17000,730,842,788,922,1772,5054,2155,1379,1478,2208,7220,1918,30,42.0,11.0
819,96571,5947,6796,6064,6091,10367,35265,12615,6843,6258,8302,34018,7595,37,35.0,8.0
820,9661,829,516,360,531,1058,3294,1186,831,654,935,3606,957,34,37.0,10.0
821,20139,1158,1315,1119,1001,1941,6534,2659,1648,1320,2118,7745,2081,32,38.0,10.0
822,15904,790,874,743,805,1637,4849,2138,1298,1026,1801,6263,1598,30,39.0,10.0
823,10326,447,546,539,559,1162,3253,1298,741,819,1045,3903,1040,32,38.0,10.0
824,6985,303,353,282,341,805,2084,875,638,530,790,2833,710,30,41.0,10.0
825,9046,436,501,412,441,939,2729,1226,761,654,953,3594,977,30,40.0,11.0
826,12354,582,598,598,712,1437,3927,1626,877,878,1252,4633,1220,32,38.0,10.0
827,10664,494,524,450,509,1143,3120,1458,793,859,1211,4321,1098,29,41.0,10.0
828,15201,683,771,713,977,1750,4894,2091,1089,1066,1473,5719,1483,32,38.0,10.0
829,10971,551,498,479,633,1209,3370,1442,954,756,1153,4305,1152,31,39.0,11.0
830,17239,1027,911,808,1059,1749,5554,2225,1391,1227,1733,6576,1875,32,38.0,11.0
831,14196,701,757,708,727,1592,4485,2039,1067,1109,1407,5622,1263,32,40.0,9.0
832,19865,1011,1307,1169,1262,2294,7043,2784,1355,1221,1919,7279,1596,35,37.0,8.0
833,9321,357,498,480,564,956,2855,1211,656,625,920,3412,951,31,37.0,10.0
834,9586,402,479,489,577,1059,3006,1188,831,598,929,3546,1021,31,37.0,11.0
835,6965,339,325,337,375,695,2071,889,566,498,732,2685,780,30,39.0,11.0
836,16231,796,854,754,991,1851,5246,2333,1324,1085,1393,6135,1498,32,38.0,9.0
837,19409,1036,1037,899,1011,2111,6094,2827,1476,1469,2057,7829,1790,31,40.0,9.0
838,36789,1597,2040,1995,2344,4298,12274,5233,2700,2503,3634,14070,3152,33,38.0,9.0
839,17945,751,1625,1382,951,2007,6716,1920,1004,1902,2155,6981,1270,37,39.0,7.0
840,144425,11036,22496,12571,10730,16941,73774,14726,7936,6717,8947,38326,5986,51,27.0,4.0
841,20468,883,1088,1055,1258,2504,6788,2841,1587,1385,2079,7892,1840,33,39.0,9.0
842,10223,441,547,504,555,1092,3139,1316,807,760,1075,3958,1064,31,39.0,10.0
843,15166,677,838,686,828,1451,4480,1927,1289,1102,1579,5897,1827,30,39.0,12.0
844,34785,1550,2089,1920,1953,3894,11406,4774,2803,2486,3921,13984,2716,33,40.0,8.0
845,220008,11473,15319,14680,15188,27998,84658,29235,14131,13243,17948,74557,14502,38,34.0,7.0
846,11238,588,658,572,646,1402,3866,1597,867,728,1019,4211,863,34,37.0,8.0
847,8600,497,468,399,393,891,2648,1159,658,663,922,3402,874,31,40.0,10.0
848,11745,573,581,540,700,1426,3820,1360,873,672,967,3872,1071,33,33.0,9.0
849,15720,727,754,717,853,2041,5092,2322,1233,928,1415,5898,1125,32,38.0,7.0
850,22301,1202,1338,1302,1337,2575,7754,2805,1505,1567,2079,7956,1812,35,36.0,8.0
851,33127,2059,2434,1629,1877,3781,11780,4338,2190,2178,3034,11740,2592,36,35.0,8.0
852,40476,2124,2531,2257,2472,4530,13914,5013,2946,2561,3685,14205,3303,34,35.0,8.0
853,14933,777,757,670,788,1802,4794,2185,1258,1084,1524,6051,976,32,41.0,7.0
854,10663,536,602,487,515,1045,3185,1401,826,681,1035,3943,1274,30,37.0,12.0
855,8865,362,434,516,424,929,2665,1113,663,699,1029,3504,1114,30,40.0,13.0
856,7912,379,427,413,426,907,2552,1036,596,505,801,2938,692,32,37.0,9.0
857,10239,595,505,437,472,1182,3191,1360,829,757,1070,4016,1036,31,39.0,10.0
858,42923,2183,2714,2618,2655,5145,15315,5661,2691,2981,3726,15059,2901,36,35.0,7.0
859,13944,690,722,680,749,1528,4369,1749,1185,922,1271,5127,1594,31,37.0,11.0
860,6149,275,293,273,347,642,1830,835,565,370,583,2353,668,30,38.0,11.0
861,15393,783,845,835,891,1845,5199,2023,1017,1332,1610,5982,1565,34,39.0,10.0
862,9110,468,556,463,503,1022,3012,1068,707,588,883,3246,1041,33,36.0,11.0
863,25027,1495,1344,1126,1312,2868,8145,3365,1919,1666,2274,9224,2186,33,37.0,9.0
864,6972,249,388,359,321,657,1974,961,580,543,752,2836,805,28,41.0,12.0
865,467235,23511,30243,36363,36704,63031,189852,61216,29073,25221,33029,148539,23610,41,32.0,5.0
866,93287,5018,5718,5626,5704,11110,33176,12344,6792,6185,8419,33740,6661,36,36.0,7.0
867,18428,1458,1772,885,951,1783,6849,2239,1439,1114,1829,6621,1744,37,36.0,9.0
868,4986,203,217,264,253,490,1427,584,379,335,567,1865,627,29,37.0,13.0
869,9936,485,464,441,492,978,2860,1299,862,741,1013,3915,1209,29,39.0,12.0
870,171493,8680,10520,11359,11753,21528,63840,22633,11446,11274,14689,60042,10888,37,35.0,6.0
871,11772,606,574,496,509,1174,3359,1735,1009,765,1212,4721,1404,29,40.0,12.0
872,34692,2475,3165,1820,2153,3789,13402,3638,2276,1787,2432,10133,2639,39,29.0,8.0
873,95888,11470,20768,7012,5334,8899,53483,8487,4511,4412,5664,23074,4904,56,24.0,5.0
874,17236,960,915,819,878,1886,5458,2365,1324,1166,1648,6503,1641,32,38.0,10.0
875,6214,286,279,301,345,730,1941,753,479,419,676,2327,654,31,37.0,11.0
876,12497,744,727,630,779,1409,4289,1524,808,959,1261,4552,1146,34,36.0,9.0
877,7308,294,372,321,383,758,2128,966,610,516,824,2916,696,29,40.0,10.0
878,35321,1737,2340,2332,2109,4207,12725,4397,2711,2355,3158,12621,2822,36,36.0,8.0
879,48630,2843,3188,2482,2889,6044,17446,6770,3455,2849,4149,17223,3115,36,35.0,6.0
880,22095,1136,1137,1214,1294,2436,7217,2936,1693,1332,2072,8033,1984,33,36.0,9.0
881,6405,291,330,325,348,619,1913,761,458,448,670,2337,754,30,36.0,12.0
882,36945,2351,2832,2168,2157,4044,13552,4596,2770,2570,3373,13309,3023,37,36.0,8.0
883,10545,646,589,537,547,1198,3517,1288,640,982,1027,3937,1086,33,37.0,10.0
884,20575,1611,2125,915,1066,1990,7707,2649,1599,1400,1930,7578,1913,37,37.0,9.0
885,102397,6118,7194,6547,6701,12393,38953,12569,6323,6185,8127,33204,6354,38,32.0,6.0
886,7502,398,450,346,400,789,2383,1070,649,527,765,3011,698,32,40.0,9.0
887,12864,495,744,621,677,1356,3893,1588,934,1028,1292,4842,1458,30,38.0,11.0
888,12752,757,757,627,673,1477,4291,1570,895,881,1336,4682,1166,34,37.0,9.0
889,7840,327,375,360,410,930,2402,968,603,428,872,2871,790,31,37.0,10.0
890,16466,1136,1662,937,819,1638,6192,1951,1264,786,1429,5430,1303,38,33.0,8.0
891,4905,179,227,314,299,423,1442,618,450,271,579,1918,457,29,39.0,9.0
892,27067,1371,1637,1712,1634,2972,9326,3150,2073,1892,2337,9452,2483,34,35.0,9.0
893,14757,873,948,793,802,1507,4923,1696,1106,913,1458,5173,1290,33,35.0,9.0
894,9736,403,505,490,526,1016,2940,1242,804,653,1015,3714,818,30,38.0,8.0
895,66260,3960,3930,3768,4052,8248,23958,9017,4834,4121,5139,23111,4143,36,35.0,6.0
896,2665,151,131,116,120,286,804,333,163,211,347,1054,279,30,40.0,10.0
897,3425,154,149,180,184,321,988,400,249,299,445,1393,412,29,41.0,12.0
898,20501,1050,1049,1027,1197,2359,6682,2830,1511,1393,2114,7848,1581,33,38.0,8.0
899,2677,150,126,110,148,231,765,267,226,195,349,1037,367,29,39.0,14.0
900,2089,73,125,119,84,208,609,244,191,137,216,788,234,29,38.0,11.0
901,8203,383,401,362,457,966,2569,950,582,552,946,3030,915,31,37.0,11.0
902,9191,493,693,507,534,863,3090,1183,644,578,910,3315,975,34,36.0,11.0
903,8328,440,456,420,466,930,2712,1114,706,579,969,3368,685,33,40.0,8.0
904,1741,82,115,35,64,227,523,139,181,148,244,712,190,30,41.0,11.0
905,35732,2278,2602,2036,2121,4032,13069,4282,2449,2160,3307,12198,2866,37,34.0,8.0
906,39099,2614,5511,2380,2358,4153,17016,4322,2200,2119,3187,11828,2650,44,30.0,7.0
907,2891,87,143,152,124,254,760,340,306,204,345,1195,440,26,41.0,15.0
908,19162,933,948,1081,1157,2257,6376,2443,1377,1301,1802,6923,1764,33,36.0,9.0
909,7790,745,552,444,395,810,2946,956,470,650,759,2835,629,38,36.0,8.0
910,117806,9889,20993,9690,8191,13150,61913,11677,6001,5722,7512,30912,5216,53,26.0,4.0
911,2946,140,147,147,118,331,883,405,279,202,310,1196,270,30,41.0,9.0
912,2581,131,50,119,95,247,642,324,213,205,387,1129,343,25,44.0,13.0
913,28877,1783,4261,2026,1855,2808,12733,3016,1604,1810,2118,8548,1984,44,30.0,7.0
914,6331,250,473,435,405,697,2260,834,469,485,681,2469,606,36,39.0,10.0
915,37097,2464,2671,2670,2499,4212,14516,4679,2012,1900,2150,10741,1505,39,29.0,4.0
916,34658,2076,2628,2585,2349,4089,13727,4277,2016,1494,1971,9758,1638,40,28.0,5.0
917,25599,1584,1487,1377,1526,2884,8858,3522,2080,1525,2416,9543,1652,35,37.0,6.0
918,35796,1660,4678,4330,3168,4306,18142,2504,913,1159,1655,6231,1150,51,17.0,3.0
919,2632,67,108,147,158,224,704,280,243,188,330,1041,364,27,40.0,14.0
920,2561,94,88,133,124,243,682,329,243,205,298,1075,359,27,42.0,14.0
921,7716,450,448,498,562,880,2838,840,530,423,566,2359,314,37,31.0,4.0
922,6004,335,364,301,386,735,2121,714,380,344,494,1932,389,35,32.0,6.0
923,1210,59,69,53,67,82,330,185,73,105,122,485,144,27,40.0,12.0
924,6227,311,265,249,299,642,1766,786,488,539,808,2621,710,28,42.0,11.0
925,2621,158,148,159,203,267,935,347,184,137,185,853,133,36,33.0,5.0
926,5746,267,256,310,321,597,1751,641,448,434,602,2125,636,30,37.0,11.0
927,34683,2052,2160,1939,2084,3822,12057,4039,2307,2245,3069,11660,3305,35,34.0,10.0
928,4081,259,266,201,233,533,1492,450,282,241,326,1299,237,37,32.0,6.0
929,1875,104,92,102,81,188,567,224,166,166,203,759,208,30,40.0,11.0
930,13322,699,695,672,706,1478,4250,1837,766,1106,1384,5093,983,32,38.0,7.0
931,18856,1008,854,856,1043,2070,5831,2936,1554,1368,1947,7805,1401,31,41.0,7.0
932,2963,116,128,138,121,247,750,335,268,266,412,1281,429,25,43.0,14.0
933,578797,28429,32482,37687,42302,80543,221443,79742,37922,34050,44569,196283,31419,38,34.0,5.0
934,3931,254,195,280,213,427,1369,522,252,211,294,1279,250,35,33.0,6.0
935,7576,385,340,363,364,782,2234,1025,710,476,791,3002,829,29,40.0,11.0
936,2524,195,199,121,122,231,868,299,140,227,237,903,265,34,36.0,10.0
937,20553,970,1186,1136,1133,2263,6688,2845,1502,1406,2093,7846,1626,33,38.0,8.0
938,1702,141,75,99,55,226,596,217,124,101,142,584,199,35,34.0,12.0
939,79359,4097,4711,4841,5885,11904,31438,10504,5462,4612,6277,26855,4172,40,34.0,5.0
940,3121,189,111,107,153,312,872,388,302,228,351,1269,365,28,41.0,12.0
941,9602,540,412,419,462,1214,3047,1294,762,603,1198,3857,834,32,40.0,9.0
942,2790,150,157,180,145,286,918,306,162,265,244,977,331,33,35.0,12.0
943,33302,2186,4517,2102,1928,3434,14167,3707,2329,1807,2523,10366,2079,43,31.0,6.0
944,28792,1630,1935,1481,1779,3158,9983,3502,1953,2102,2688,10245,2750,35,36.0,10.0
945,12087,706,774,532,548,1209,3769,1531,945,830,1376,4682,1358,31,39.0,11.0
946,9859,419,437,478,594,989,2917,1236,798,765,979,3778,1082,30,38.0,11.0
947,4295,263,266,193,270,418,1410,572,286,274,313,1445,429,33,34.0,10.0
948,32976,1826,1579,1439,1826,4084,10754,4872,2562,2104,3061,12599,2379,33,38.0,7.0
949,6230,423,400,281,329,616,2049,711,513,361,689,2274,726,33,37.0,12.0
950,33463,1700,2056,1947,1915,3560,11178,4229,2161,2427,3427,12244,2858,33,37.0,9.0
951,5605,269,187,285,294,534,1569,731,399,511,680,2321,663,28,41.0,12.0
952,2931,212,240,99,166,289,1006,375,257,156,242,1030,268,34,35.0,9.0
953,10095,568,562,484,577,1007,3198,1308,663,644,859,3474,1116,32,34.0,11.0
954,16209,928,887,917,841,1715,5288,2036,1226,1045,1581,5888,1416,33,36.0,9.0
955,3001,114,121,182,174,214,805,411,234,230,319,1194,420,27,40.0,14.0
956,5527,173,412,339,317,708,1949,801,490,227,532,2050,558,35,37.0,10.0
957,15894,745,843,742,781,1794,4905,2189,1358,1125,1657,6329,1342,31,40.0,8.0
958,3684,128,202,194,201,323,1048,445,304,287,395,1431,493,28,39.0,13.0
959,5957,407,260,245,304,711,1927,836,523,374,611,2344,505,32,39.0,8.0
960,6776,242,417,399,433,824,2315,985,533,520,701,2739,643,34,40.0,9.0
961,5446,271,297,246,284,549,1647,665,394,447,618,2124,566,30,39.0,10.0
962,23188,1313,1251,1329,1682,2961,8536,2781,1375,1447,1768,7371,1331,37,32.0,6.0
963,9670,570,682,518,537,982,3289,1052,664,753,830,3299,929,34,34.0,10.0
964,2520,84,128,105,156,221,694,299,227,201,334,1061,330,28,42.0,13.0
965,63360,3433,3929,3854,3902,7071,22189,7924,4584,4232,6105,22845,5565,35,36.0,9.0
966,4705,152,229,185,248,401,1215,596,348,463,580,1987,702,26,42.0,15.0
967,9868,597,891,511,557,891,3447,1178,718,740,877,3513,882,35,36.0,9.0
968,75696,6929,19428,8399,5492,6517,46765,5415,3347,2222,3427,14411,2829,62,19.0,4.0
969,5148,271,242,271,309,525,1618,637,474,308,534,1953,550,31,38.0,11.0
970,3119,121,130,145,182,265,843,429,299,211,339,1278,424,27,41.0,14.0
971,6987,382,191,467,369,674,2083,906,483,589,848,2826,798,30,40.0,11.0
972,55334,2797,3684,3471,3401,6729,20082,6973,4082,3454,4897,19406,4062,36,35.0,7.0
973,4981,179,414,242,273,689,1797,507,253,493,464,1717,381,36,34.0,8.0
974,510484,26864,35644,37133,35845,61512,196998,62841,33482,29991,38427,164741,29090,39,32.0,6.0
975,22948,1629,1647,2028,1531,2719,9554,2698,980,1127,1126,5931,1056,42,26.0,5.0
976,178392,9063,10993,11147,11378,20753,63334,22686,12656,11968,16465,63775,13078,36,36.0,7.0
977,2497,75,61,161,111,297,705,281,233,163,263,940,299,28,38.0,12.0
978,5999,324,300,362,291,900,2177,532,387,452,575,1946,565,36,32.0,9.0
979,3693,185,135,123,177,335,955,493,283,332,447,1555,548,26,42.0,15.0
980,4251,171,207,224,259,399,1260,550,358,280,397,1585,474,30,37.0,11.0
981,2107,108,61,88,88,238,583,291,173,98,176,738,216,28,35.0,10.0
982,5741,367,235,353,322,702,1979,735,367,336,377,1815,363,34,32.0,6.0
983,23336,1289,1266,1317,1265,2516,7653,3038,1980,1458,2104,8580,1963,33,37.0,8.0
984,7847,495,748,555,453,791,3042,941,457,576,653,2627,604,39,33.0,8.0
985,2899,125,189,113,120,338,885,364,294,233,322,1213,337,31,42.0,12.0
986,6918,355,328,324,355,781,2143,927,621,483,705,2736,545,31,40.0,8.0
987,1591,65,58,111,102,170,506,142,141,94,147,524,180,32,33.0,11.0
988,5572,282,266,227,293,560,1628,708,404,386,641,2139,692,29,38.0,12.0
989,2157,117,76,134,162,182,671,316,130,113,170,729,254,31,34.0,12.0
990,8858,454,422,414,490,921,2701,1087,741,683,1020,3531,794,30,40.0,9.0
991,3178,123,111,153,191,307,885,400,272,284,400,1356,341,28,43.0,11.0
992,163227,8530,10711,12221,12220,20836,64518,19718,10191,8814,10925,49648,7896,40,30.0,5.0
993,19304,1497,1567,1103,1057,2124,7348,2699,1320,1286,1925,7230,1347,38,37.0,7.0
994,20628,1021,1217,1297,1242,2447,7224,2979,1325,1388,2056,7748,1339,35,38.0,6.0
995,22017,931,1287,1280,1240,3066,7804,3431,1390,1498,1948,8267,1243,35,38.0,6.0
996,8152,339,471,396,418,999,2623,1110,576,630,907,3223,674,32,40.0,8.0
997,43418,2238,2647,2558,2525,5296,15264,6093,3126,2605,4116,15940,3212,35,37.0,7.0
998,12189,599,709,627,680,1528,4143,1658,808,878,1112,4456,825,34,37.0,7.0
999,27469,1291,1670,1763,1626,3355,9705,3840,2057,1800,2972,10669,1942,35,39.0,7.0
1000,127682,6626,7440,7639,8212,18463,48380,18221,7978,7466,9727,43392,5687,38,34.0,4.0
1001,20017,989,1146,1170,1109,2368,6782,2999,1317,1354,2052,7722,1543,34,39.0,8.0
1002,48486,2146,2546,2760,3094,6254,16800,6631,3231,3743,4971,18576,3887,35,38.0,8.0
1003,29773,1926,2737,1614,1560,3477,11314,3920,1869,2026,2832,10647,2466,38,36.0,8.0
1004,8330,411,440,491,462,1021,2825,1217,629,556,751,3153,527,34,38.0,6.0
1005,13276,717,877,795,772,1780,4941,1960,1041,912,1282,5195,756,37,39.0,6.0
1006,19991,1024,1063,1018,1016,2272,6393,2895,1481,1498,2298,8172,1366,32,41.0,7.0
1007,78622,3975,4809,4831,4926,10552,29093,11994,5334,5211,7308,29847,3965,37,38.0,5.0
1008,12735,540,696,823,793,1616,4468,1731,972,809,1333,4845,894,35,38.0,7.0
1009,12747,542,699,659,877,1539,4316,1675,1107,667,1396,4845,1085,34,38.0,9.0
1010,38616,3056,5620,2457,2081,3979,17193,4450,2508,1935,3697,12590,2621,45,33.0,7.0
1011,91804,5448,6544,6869,6315,11125,36301,12519,6518,5987,7604,32628,5660,40,36.0,6.0
1012,4890,261,219,277,293,585,1635,658,289,354,528,1829,451,33,37.0,9.0
1013,10695,449,658,720,732,1321,3880,1409,787,555,950,3701,648,36,35.0,6.0
1014,27385,1591,1866,1659,1480,3258,9854,3714,1936,1848,2820,10318,1932,36,38.0,7.0
1015,15805,755,926,898,852,1928,5359,2149,1162,967,1862,6140,1183,34,39.0,7.0
1016,72438,3707,9215,6968,5159,7668,32717,6661,3458,3027,4588,17734,3685,45,24.0,5.0
1017,35757,1701,1941,2249,1981,4629,12501,5181,2371,2499,3647,13698,2406,35,38.0,7.0
1018,20866,824,1286,1529,1539,3002,8180,3093,1439,1263,1780,7575,1094,39,36.0,5.0
1019,10208,624,498,587,616,1187,3512,1432,646,776,1110,3964,775,34,39.0,8.0
1020,9154,404,468,466,530,1075,2943,1231,708,620,1073,3632,725,32,40.0,8.0
1021,6744,382,377,358,275,727,2119,931,644,423,781,2779,603,31,41.0,9.0
1022,99258,4737,5973,6233,6306,12034,35283,13051,7027,6051,9004,35133,7097,36,35.0,7.0
1023,12063,588,846,659,665,1505,4263,1720,925,812,1418,4875,908,35,40.0,8.0
1024,7533,354,445,541,498,1069,2907,1060,571,463,792,2886,544,39,38.0,7.0
1025,14382,692,781,823,880,1768,4944,2177,1102,960,1567,5806,964,34,40.0,7.0
1026,315109,17581,33664,25480,23888,41438,142051,38592,19226,16792,22735,97345,15708,45,31.0,5.0
1027,14515,597,832,829,821,1766,4845,2039,1046,941,1486,5512,920,33,38.0,6.0
1028,37447,1874,2280,2190,2247,4810,13401,5279,2818,2724,3791,14612,2310,36,39.0,6.0
1029,49969,2621,3174,3212,3172,6186,18365,6923,3390,3885,4928,19126,3186,37,38.0,6.0
1030,6259,352,382,370,424,656,2184,811,480,498,652,2441,517,35,39.0,8.0
1031,8652,495,458,540,468,1084,3045,1372,633,552,766,3323,375,35,38.0,4.0
1032,17226,758,848,838,1023,2150,5617,2659,1444,1118,1739,6960,1220,33,40.0,7.0
1033,24800,1351,1498,1451,1552,3140,8992,3567,1709,1258,2033,8567,1198,36,35.0,5.0
1034,37259,1829,2101,2163,2060,4528,12681,4959,2568,2384,3756,13667,2807,34,37.0,8.0
1035,26129,1350,1524,1522,1535,3240,9171,3460,1866,1818,2548,9692,1700,35,37.0,7.0
1036,11044,517,579,565,631,1328,3620,1594,700,899,1274,4467,940,33,40.0,9.0
1037,36012,1574,1948,1840,1940,4505,11807,4994,2754,2429,4057,14234,3035,33,40.0,8.0
1038,8700,371,554,437,455,1057,2874,1315,543,576,881,3315,539,33,38.0,6.0
1039,107699,5837,7936,7512,7007,13869,42161,14869,7515,5742,8234,36360,5496,39,34.0,5.0
1040,27548,1197,1630,1731,1618,3285,9461,3779,2097,1986,2834,10696,1759,34,39.0,6.0
1041,18630,911,1136,967,962,2314,6290,2673,1473,1190,1886,7222,1294,34,39.0,7.0
1042,18531,882,1071,1113,962,2106,6134,2721,1468,1136,1768,7093,1220,33,38.0,7.0
1043,46252,2257,2572,2885,2888,5721,16323,6287,3240,3408,4406,17341,3057,35,37.0,7.0
1044,15677,886,853,785,892,1846,5262,2314,1227,1102,1567,6210,958,34,40.0,6.0
1045,4625,227,279,139,209,457,1311,737,368,307,573,1985,507,28,43.0,11.0
1046,45985,2172,2506,2876,2720,5528,15802,6340,3419,3204,4516,17479,3328,34,38.0,7.0
1047,13369,818,727,636,783,1811,4775,1907,1018,910,1325,5160,783,36,39.0,6.0
1048,764378,36086,49655,57668,53594,96017,293020,101135,54721,47544,65187,268587,49040,38,35.0,6.0
